"Department.Code","Department.Name","Program.Code","Program.Name","Fund.Code","Source.Fund.Code","Source.Fund.Name","Account.Code","Account.Name","Budget","Positions"
"43","Housing and Community Investment","4301","Finance and Development","100","815","Municipal Housing Finance Fund (Sch. 48)","RESSG","Civilian Resolution Authority Positions","2016-17 Adopted Budget",0.7903
"43","Housing and Community Investment","4302","Affordable Housing Asset Management","100","100","General Fund","RESSG","Civilian Resolution Authority Positions","2016-17 Adopted Budget",0.0033
"43","Housing and Community Investment","4302","Affordable Housing Asset Management","100","240","Housing Production Revolving Fund (Sch. 29)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",0.0217
"43","Housing and Community Investment","4302","Affordable Housing Asset Management","100","41M","Systematic Code Enforcement Fee Fund (Sch. 42)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",0.76
"43","Housing and Community Investment","4302","Affordable Housing Asset Management","100","424","Community Development Trust Fund (Sch. 8)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",9.8993
"43","Housing and Community Investment","4302","Affordable Housing Asset Management","100","424","Community Development Trust Fund (Sch. 8)","RESSG","Civilian Resolution Authority Positions","2016-17 Adopted Budget",2.1724
"43","Housing and Community Investment","4302","Affordable Housing Asset Management","100","440","Rent Stabilization Trust Fund (Sch. 23)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",0.23
"43","Housing and Community Investment","4302","Affordable Housing Asset Management","100","44G","Affordable Housing Trust Fund (Sch. 6)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",0.7072
"43","Housing and Community Investment","4302","Affordable Housing Asset Management","100","44G","Affordable Housing Trust Fund (Sch. 6)","RESSG","Civilian Resolution Authority Positions","2016-17 Adopted Budget",0.4325
"43","Housing and Community Investment","4302","Affordable Housing Asset Management","100","50T","Neighborhood Stabilization Program Fund (Sch. 29)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",0.5668
"43","Housing and Community Investment","4302","Affordable Housing Asset Management","100","52J","ARRA Neighborhood Stabilization Fund (Sch. 29)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",1.5509
"43","Housing and Community Investment","4302","Affordable Housing Asset Management","100","55J","Low and Moderate Income Housing Fund (Sch. 29)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",7.1037
"43","Housing and Community Investment","4302","Affordable Housing Asset Management","100","55J","Low and Moderate Income Housing Fund (Sch. 29)","RESSG","Civilian Resolution Authority Positions","2016-17 Adopted Budget",9.3173
"43","Housing and Community Investment","4302","Affordable Housing Asset Management","100","561","HOME Investment Partnership Program Fund (Sch. 9)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",6.3856
"43","Housing and Community Investment","4302","Affordable Housing Asset Management","100","561","HOME Investment Partnership Program Fund (Sch. 9)","RESSG","Civilian Resolution Authority Positions","2016-17 Adopted Budget",2.6085
"43","Housing and Community Investment","4302","Affordable Housing Asset Management","100","57","CRA Non-Housing Bond Proceeds Fund (Sch. 29)","RESSG","Civilian Resolution Authority Positions","2016-17 Adopted Budget",1
"43","Housing and Community Investment","4302","Affordable Housing Asset Management","100","815","Municipal Housing Finance Fund (Sch. 48)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",1.7748
"43","Housing and Community Investment","4302","Affordable Housing Asset Management","100","815","Municipal Housing Finance Fund (Sch. 48)","RESSG","Civilian Resolution Authority Positions","2016-17 Adopted Budget",0.466
"43","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","100","General Fund","RESSG","Civilian Resolution Authority Positions","2016-17 Adopted Budget",0.1017
"43","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","240","Housing Production Revolving Fund (Sch. 29)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",-0.0032
"43","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","240","Housing Production Revolving Fund (Sch. 29)","RESSG","Civilian Resolution Authority Positions","2016-17 Adopted Budget",0.0011
"43","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","41M","Systematic Code Enforcement Fee Fund (Sch. 42)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",0.4958
"43","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","41M","Systematic Code Enforcement Fee Fund (Sch. 42)","RESSG","Civilian Resolution Authority Positions","2016-17 Adopted Budget",0.6825
"43","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","424","Community Development Trust Fund (Sch. 8)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",16.98
"43","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","424","Community Development Trust Fund (Sch. 8)","RESSG","Civilian Resolution Authority Positions","2016-17 Adopted Budget",2.9171
"43","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","428","Community Service Block Grant Trust Fund (Sch. 13)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",1.052
"43","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","428","Community Service Block Grant Trust Fund (Sch. 13)","RESSG","Civilian Resolution Authority Positions","2016-17 Adopted Budget",0.4066
"43","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","440","Rent Stabilization Trust Fund (Sch. 23)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",0.018
"43","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","440","Rent Stabilization Trust Fund (Sch. 23)","RESSG","Civilian Resolution Authority Positions","2016-17 Adopted Budget",0.2505
"43","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","44G","Affordable Housing Trust Fund (Sch. 6)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",0.0276
"43","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","44G","Affordable Housing Trust Fund (Sch. 6)","RESSG","Civilian Resolution Authority Positions","2016-17 Adopted Budget",0.0193
"43","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","45C","Traffic Safety Education Program Fund (Sch. 29)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",0.0302
"43","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","50T","Neighborhood Stabilization Program Fund (Sch. 29)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",0.263
"43","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","50T","Neighborhood Stabilization Program Fund (Sch. 29)","RESSG","Civilian Resolution Authority Positions","2016-17 Adopted Budget",0.0043
"43","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","517","Federal Emergency Shelter Grant Fund (Sch. 29)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",0.0622
"43","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","517","Federal Emergency Shelter Grant Fund (Sch. 29)","RESSG","Civilian Resolution Authority Positions","2016-17 Adopted Budget",0.0033
"43","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","51S","ARRA Energy Efficiency & Conservation (Sch. 29)","RESSG","Civilian Resolution Authority Positions","2016-17 Adopted Budget",0.0051
"43","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","52J","ARRA Neighborhood Stabilization Fund (Sch. 29)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",0.8714
"43","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","52J","ARRA Neighborhood Stabilization Fund (Sch. 29)","RESSG","Civilian Resolution Authority Positions","2016-17 Adopted Budget",0.0023
"43","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","55A","CPUC - Gas Company Fund (Sch. 29)","RESSG","Civilian Resolution Authority Positions","2016-17 Adopted Budget",0.002
"43","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","55J","Low and Moderate Income Housing Fund (Sch. 29)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",0.352
"43","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","55J","Low and Moderate Income Housing Fund (Sch. 29)","RESSG","Civilian Resolution Authority Positions","2016-17 Adopted Budget",0.0516
"43","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","561","HOME Investment Partnership Program Fund (Sch. 9)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",2.54
"68","City Planning","6849","Technology Support","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",10.69
"43","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","561","HOME Investment Partnership Program Fund (Sch. 9)","RESSG","Civilian Resolution Authority Positions","2016-17 Adopted Budget",0.0983
"43","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","569","Housing Opportunities for Persons with AIDS Fund (Sch. 41)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",0.2636
"43","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","569","Housing Opportunities for Persons with AIDS Fund (Sch. 41)","RESSG","Civilian Resolution Authority Positions","2016-17 Adopted Budget",0.0029
"43","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","815","Municipal Housing Finance Fund (Sch. 48)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",0.0474
"43","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","815","Municipal Housing Finance Fund (Sch. 48)","RESSG","Civilian Resolution Authority Positions","2016-17 Adopted Budget",0.4514
"43","Housing and Community Investment","4305","Rent Stabilization","100","100","General Fund","RESSG","Civilian Resolution Authority Positions","2016-17 Adopted Budget",1
"43","Housing and Community Investment","4305","Rent Stabilization","100","41M","Systematic Code Enforcement Fee Fund (Sch. 42)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",12.16
"43","Housing and Community Investment","4305","Rent Stabilization","100","424","Community Development Trust Fund (Sch. 8)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",1
"43","Housing and Community Investment","4305","Rent Stabilization","100","440","Rent Stabilization Trust Fund (Sch. 23)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",66.84
"43","Housing and Community Investment","4305","Rent Stabilization","100","440","Rent Stabilization Trust Fund (Sch. 23)","RESSG","Civilian Resolution Authority Positions","2016-17 Adopted Budget",3
"43","Housing and Community Investment","4306","Multi-family Residential Code Enforcement","100","100","General Fund","POSAN","As Needed Positions","2016-17 Adopted Budget",1
"43","Housing and Community Investment","4306","Multi-family Residential Code Enforcement","100","100","General Fund","RESSG","Civilian Resolution Authority Positions","2016-17 Adopted Budget",2
"43","Housing and Community Investment","4306","Multi-family Residential Code Enforcement","100","240","Housing Production Revolving Fund (Sch. 29)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",0.06
"43","Housing and Community Investment","4306","Multi-family Residential Code Enforcement","100","41M","Systematic Code Enforcement Fee Fund (Sch. 42)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",189.89
"43","Housing and Community Investment","4306","Multi-family Residential Code Enforcement","100","424","Community Development Trust Fund (Sch. 8)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",0.21
"43","Housing and Community Investment","4306","Multi-family Residential Code Enforcement","100","428","Community Service Block Grant Trust Fund (Sch. 13)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",0.01
"43","Housing and Community Investment","4306","Multi-family Residential Code Enforcement","100","440","Rent Stabilization Trust Fund (Sch. 23)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",0.63
"43","Housing and Community Investment","4306","Multi-family Residential Code Enforcement","100","44G","Affordable Housing Trust Fund (Sch. 6)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",0.01
"43","Housing and Community Investment","4306","Multi-family Residential Code Enforcement","100","45C","Traffic Safety Education Program Fund (Sch. 29)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",0.01
"43","Housing and Community Investment","4306","Multi-family Residential Code Enforcement","100","52J","ARRA Neighborhood Stabilization Fund (Sch. 29)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",0.01
"43","Housing and Community Investment","4306","Multi-family Residential Code Enforcement","100","55J","Low and Moderate Income Housing Fund (Sch. 29)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",0.04
"43","Housing and Community Investment","4306","Multi-family Residential Code Enforcement","100","561","HOME Investment Partnership Program Fund (Sch. 9)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",4.09
"43","Housing and Community Investment","4306","Multi-family Residential Code Enforcement","100","569","Housing Opportunities for Persons with AIDS Fund (Sch. 41)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",0.01
"43","Housing and Community Investment","4306","Multi-family Residential Code Enforcement","100","815","Municipal Housing Finance Fund (Sch. 48)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",0.03
"43","Housing and Community Investment","4307","Code and Rent Compliance","100","100","General Fund","RESSG","Civilian Resolution Authority Positions","2016-17 Adopted Budget",3
"43","Housing and Community Investment","4307","Code and Rent Compliance","100","41M","Systematic Code Enforcement Fee Fund (Sch. 42)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",40.62
"43","Housing and Community Investment","4307","Code and Rent Compliance","100","440","Rent Stabilization Trust Fund (Sch. 23)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",15.38
"43","Housing and Community Investment","4310","Commissions and Community Engagement","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",0.75
"43","Housing and Community Investment","4310","Commissions and Community Engagement","100","100","General Fund","RESSG","Civilian Resolution Authority Positions","2016-17 Adopted Budget",5.6288
"43","Housing and Community Investment","4310","Commissions and Community Engagement","100","424","Community Development Trust Fund (Sch. 8)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",0
"43","Housing and Community Investment","4310","Commissions and Community Engagement","100","424","Community Development Trust Fund (Sch. 8)","RESSG","Civilian Resolution Authority Positions","2016-17 Adopted Budget",0
"43","Housing and Community Investment","4310","Commissions and Community Engagement","100","428","Community Service Block Grant Trust Fund (Sch. 13)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",0.1
"43","Housing and Community Investment","4310","Commissions and Community Engagement","100","428","Community Service Block Grant Trust Fund (Sch. 13)","RESSG","Civilian Resolution Authority Positions","2016-17 Adopted Budget",0.3712
"43","Housing and Community Investment","4310","Commissions and Community Engagement","100","440","Rent Stabilization Trust Fund (Sch. 23)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",0.15
"43","Housing and Community Investment","4311","Monitoring and Technical Services","100","100","General Fund","POSAN","As Needed Positions","2016-17 Adopted Budget",3
"43","Housing and Community Investment","4311","Monitoring and Technical Services","100","100","General Fund","POSCOMM","Commissioner Positions","2016-17 Adopted Budget",33
"43","Housing and Community Investment","4311","Monitoring and Technical Services","100","100","General Fund","RESSG","Civilian Resolution Authority Positions","2016-17 Adopted Budget",2.9089
"43","Housing and Community Investment","4311","Monitoring and Technical Services","100","240","Housing Production Revolving Fund (Sch. 29)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",0.066
"43","Housing and Community Investment","4311","Monitoring and Technical Services","100","41M","Systematic Code Enforcement Fee Fund (Sch. 42)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",0.4181
"43","Housing and Community Investment","4311","Monitoring and Technical Services","100","424","Community Development Trust Fund (Sch. 8)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",14.054
"43","Housing and Community Investment","4311","Monitoring and Technical Services","100","424","Community Development Trust Fund (Sch. 8)","RESSG","Civilian Resolution Authority Positions","2016-17 Adopted Budget",5.3038
"43","Housing and Community Investment","4311","Monitoring and Technical Services","100","428","Community Service Block Grant Trust Fund (Sch. 13)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",2.2951
"43","Housing and Community Investment","4311","Monitoring and Technical Services","100","428","Community Service Block Grant Trust Fund (Sch. 13)","RESSG","Civilian Resolution Authority Positions","2016-17 Adopted Budget",0.9018
"43","Housing and Community Investment","4311","Monitoring and Technical Services","100","440","Rent Stabilization Trust Fund (Sch. 23)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",0.1279
"43","Housing and Community Investment","4311","Monitoring and Technical Services","100","44G","Affordable Housing Trust Fund (Sch. 6)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",2.048
"43","Housing and Community Investment","4311","Monitoring and Technical Services","100","44G","Affordable Housing Trust Fund (Sch. 6)","RESSG","Civilian Resolution Authority Positions","2016-17 Adopted Budget",0.053
"43","Housing and Community Investment","4311","Monitoring and Technical Services","100","45C","Traffic Safety Education Program Fund (Sch. 29)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",0.2441
"43","Housing and Community Investment","4311","Monitoring and Technical Services","100","45C","Traffic Safety Education Program Fund (Sch. 29)","RESSG","Civilian Resolution Authority Positions","2016-17 Adopted Budget",3
"43","Housing and Community Investment","4311","Monitoring and Technical Services","100","47X","HUD Connections Grant Fund (Sch. 29)","RESSG","Civilian Resolution Authority Positions","2016-17 Adopted Budget",0.0077
"43","Housing and Community Investment","4311","Monitoring and Technical Services","100","50T","Neighborhood Stabilization Program Fund (Sch. 29)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",0.0066
"43","Housing and Community Investment","4311","Monitoring and Technical Services","100","517","Federal Emergency Shelter Grant Fund (Sch. 29)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",0.3872
"43","Housing and Community Investment","4311","Monitoring and Technical Services","100","517","Federal Emergency Shelter Grant Fund (Sch. 29)","RESSG","Civilian Resolution Authority Positions","2016-17 Adopted Budget",0.0582
"43","Housing and Community Investment","4311","Monitoring and Technical Services","100","52J","ARRA Neighborhood Stabilization Fund (Sch. 29)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",0.0164
"43","Housing and Community Investment","4311","Monitoring and Technical Services","100","55J","Low and Moderate Income Housing Fund (Sch. 29)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",0.0405
"43","Housing and Community Investment","4311","Monitoring and Technical Services","100","561","HOME Investment Partnership Program Fund (Sch. 9)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",0.0429
"43","Housing and Community Investment","4311","Monitoring and Technical Services","100","569","Housing Opportunities for Persons with AIDS Fund (Sch. 41)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",3.2302
"43","Housing and Community Investment","4311","Monitoring and Technical Services","100","569","Housing Opportunities for Persons with AIDS Fund (Sch. 41)","RESSG","Civilian Resolution Authority Positions","2016-17 Adopted Budget",0.7666
"43","Housing and Community Investment","4311","Monitoring and Technical Services","100","815","Municipal Housing Finance Fund (Sch. 48)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",0.023
"43","Housing and Community Investment","4312","Housing Strategies and Services","100","240","Housing Production Revolving Fund (Sch. 29)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",0.1026
"43","Housing and Community Investment","4312","Housing Strategies and Services","100","424","Community Development Trust Fund (Sch. 8)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",6.644
"43","Housing and Community Investment","4312","Housing Strategies and Services","100","428","Community Service Block Grant Trust Fund (Sch. 13)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",1
"43","Housing and Community Investment","4312","Housing Strategies and Services","100","44G","Affordable Housing Trust Fund (Sch. 6)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",0.1168
"43","Housing and Community Investment","4312","Housing Strategies and Services","100","50T","Neighborhood Stabilization Program Fund (Sch. 29)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",0.848
"43","Housing and Community Investment","4312","Housing Strategies and Services","100","52J","ARRA Neighborhood Stabilization Fund (Sch. 29)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",1.227
"43","Housing and Community Investment","4312","Housing Strategies and Services","100","55J","Low and Moderate Income Housing Fund (Sch. 29)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",0.0194
"43","Housing and Community Investment","4312","Housing Strategies and Services","100","561","HOME Investment Partnership Program Fund (Sch. 9)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",1.6328
"43","Housing and Community Investment","4312","Housing Strategies and Services","100","815","Municipal Housing Finance Fund (Sch. 48)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",2.4094
"43","Housing and Community Investment","4349","Technology Support","100","100","General Fund","RESSG","Civilian Resolution Authority Positions","2016-17 Adopted Budget",0.1806
"43","Housing and Community Investment","4349","Technology Support","100","240","Housing Production Revolving Fund (Sch. 29)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",0.77
"43","Housing and Community Investment","4349","Technology Support","100","240","Housing Production Revolving Fund (Sch. 29)","RESSG","Civilian Resolution Authority Positions","2016-17 Adopted Budget",0.0144
"43","Housing and Community Investment","4349","Technology Support","100","41M","Systematic Code Enforcement Fee Fund (Sch. 42)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",8.07
"43","Housing and Community Investment","4349","Technology Support","100","41M","Systematic Code Enforcement Fee Fund (Sch. 42)","RESSG","Civilian Resolution Authority Positions","2016-17 Adopted Budget",5.5654
"43","Housing and Community Investment","4349","Technology Support","100","424","Community Development Trust Fund (Sch. 8)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",2.47
"43","Housing and Community Investment","4349","Technology Support","100","424","Community Development Trust Fund (Sch. 8)","RESSG","Civilian Resolution Authority Positions","2016-17 Adopted Budget",1.3038
"43","Housing and Community Investment","4349","Technology Support","100","428","Community Service Block Grant Trust Fund (Sch. 13)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",0.18
"43","Housing and Community Investment","4349","Technology Support","100","428","Community Service Block Grant Trust Fund (Sch. 13)","RESSG","Civilian Resolution Authority Positions","2016-17 Adopted Budget",0.1284
"43","Housing and Community Investment","4349","Technology Support","100","440","Rent Stabilization Trust Fund (Sch. 23)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",4.59
"43","Housing and Community Investment","4349","Technology Support","100","440","Rent Stabilization Trust Fund (Sch. 23)","RESSG","Civilian Resolution Authority Positions","2016-17 Adopted Budget",3.7798
"43","Housing and Community Investment","4349","Technology Support","100","44G","Affordable Housing Trust Fund (Sch. 6)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",0.14
"43","Housing and Community Investment","4349","Technology Support","100","44G","Affordable Housing Trust Fund (Sch. 6)","RESSG","Civilian Resolution Authority Positions","2016-17 Adopted Budget",0.0798
"43","Housing and Community Investment","4349","Technology Support","100","45C","Traffic Safety Education Program Fund (Sch. 29)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",0.07
"43","Housing and Community Investment","4349","Technology Support","100","50T","Neighborhood Stabilization Program Fund (Sch. 29)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",0.04
"43","Housing and Community Investment","4349","Technology Support","100","50T","Neighborhood Stabilization Program Fund (Sch. 29)","RESSG","Civilian Resolution Authority Positions","2016-17 Adopted Budget",0.018
"43","Housing and Community Investment","4349","Technology Support","100","517","Federal Emergency Shelter Grant Fund (Sch. 29)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",0.03
"43","Housing and Community Investment","4349","Technology Support","100","517","Federal Emergency Shelter Grant Fund (Sch. 29)","RESSG","Civilian Resolution Authority Positions","2016-17 Adopted Budget",0.0138
"43","Housing and Community Investment","4349","Technology Support","100","51S","ARRA Energy Efficiency & Conservation (Sch. 29)","RESSG","Civilian Resolution Authority Positions","2016-17 Adopted Budget",0.0306
"43","Housing and Community Investment","4349","Technology Support","100","52J","ARRA Neighborhood Stabilization Fund (Sch. 29)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",0.16
"43","Housing and Community Investment","4349","Technology Support","100","55A","CPUC - Gas Company Fund (Sch. 29)","RESSG","Civilian Resolution Authority Positions","2016-17 Adopted Budget",0.0084
"43","Housing and Community Investment","4349","Technology Support","100","55J","Low and Moderate Income Housing Fund (Sch. 29)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",0.47
"43","Housing and Community Investment","4349","Technology Support","100","55J","Low and Moderate Income Housing Fund (Sch. 29)","RESSG","Civilian Resolution Authority Positions","2016-17 Adopted Budget",0.21
"43","Housing and Community Investment","4349","Technology Support","100","561","HOME Investment Partnership Program Fund (Sch. 9)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",0.57
"43","Housing and Community Investment","4349","Technology Support","100","561","HOME Investment Partnership Program Fund (Sch. 9)","RESSG","Civilian Resolution Authority Positions","2016-17 Adopted Budget",0.3246
"43","Housing and Community Investment","4349","Technology Support","100","569","Housing Opportunities for Persons with AIDS Fund (Sch. 41)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",0.12
"43","Housing and Community Investment","4349","Technology Support","100","569","Housing Opportunities for Persons with AIDS Fund (Sch. 41)","RESSG","Civilian Resolution Authority Positions","2016-17 Adopted Budget",0.012
"43","Housing and Community Investment","4349","Technology Support","100","56V","Foreclosure Registry Program Fund (Sch. 29)","RESSG","Civilian Resolution Authority Positions","2016-17 Adopted Budget",0.1
"43","Housing and Community Investment","4349","Technology Support","100","815","Municipal Housing Finance Fund (Sch. 48)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",0.32
"43","Housing and Community Investment","4349","Technology Support","100","815","Municipal Housing Finance Fund (Sch. 48)","RESSG","Civilian Resolution Authority Positions","2016-17 Adopted Budget",0.2304
"43","Housing and Community Investment","4350","General Administration and Support","100","100","General Fund","POSAN","As Needed Positions","2016-17 Adopted Budget",2
"43","Housing and Community Investment","4350","General Administration and Support","100","100","General Fund","RESSG","Civilian Resolution Authority Positions","2016-17 Adopted Budget",0.1579
"43","Housing and Community Investment","4350","General Administration and Support","100","240","Housing Production Revolving Fund (Sch. 29)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",2.8483
"43","Housing and Community Investment","4350","General Administration and Support","100","240","Housing Production Revolving Fund (Sch. 29)","RESSG","Civilian Resolution Authority Positions","2016-17 Adopted Budget",0.024
"43","Housing and Community Investment","4350","General Administration and Support","100","41M","Systematic Code Enforcement Fee Fund (Sch. 42)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",31.0079
"43","Housing and Community Investment","4350","General Administration and Support","100","41M","Systematic Code Enforcement Fee Fund (Sch. 42)","RESSG","Civilian Resolution Authority Positions","2016-17 Adopted Budget",3.4859
"43","Housing and Community Investment","4350","General Administration and Support","100","424","Community Development Trust Fund (Sch. 8)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",31.9237
"43","Housing and Community Investment","4350","General Administration and Support","100","424","Community Development Trust Fund (Sch. 8)","RESSG","Civilian Resolution Authority Positions","2016-17 Adopted Budget",5.6828
"43","Housing and Community Investment","4350","General Administration and Support","100","428","Community Service Block Grant Trust Fund (Sch. 13)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",4.0439
"43","Housing and Community Investment","4350","General Administration and Support","100","428","Community Service Block Grant Trust Fund (Sch. 13)","RESSG","Civilian Resolution Authority Positions","2016-17 Adopted Budget",1.0917
"43","Housing and Community Investment","4350","General Administration and Support","100","440","Rent Stabilization Trust Fund (Sch. 23)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",11.983
"43","Housing and Community Investment","4350","General Administration and Support","100","440","Rent Stabilization Trust Fund (Sch. 23)","RESSG","Civilian Resolution Authority Positions","2016-17 Adopted Budget",1.2297
"43","Housing and Community Investment","4350","General Administration and Support","100","44G","Affordable Housing Trust Fund (Sch. 6)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",2.0468
"43","Housing and Community Investment","4350","General Administration and Support","100","44G","Affordable Housing Trust Fund (Sch. 6)","RESSG","Civilian Resolution Authority Positions","2016-17 Adopted Budget",1.0291
