"Dept.Code","Department.Name","Program.Code","Program.Name","Fund.Code","Fund.Name","Account.Code","Account.Name","Fiscal.Year","Revenue.Amount"
"14","City Clerk","100","Technology Support","General Fund","5339","Telecom Liq Damages Rel Cost","1.41E+12","2016_17_adopted",358619
"17","Ethics Commission","100","Governmental Ethics","General Fund","4325","Campaign Filing Fines","1.72E+12","2016_17_adopted",500
"17","Ethics Commission","100","Governmental Ethics","General Fund","4331","Legislative Advocate Fee","1.72E+12","2016_17_adopted",NA
"17","Ethics Commission","100","Governmental Ethics","General Fund","4332","Bad Check Collection Fees","1.72E+12","2016_17_adopted",50
"17","Ethics Commission","100","Governmental Ethics","General Fund","4339","Miscellaneous Gov't Services","1.72E+12","2016_17_adopted",50
"17","Ethics Commission","100","Governmental Ethics","General Fund","4342","Photo Copies","1.72E+12","2016_17_adopted",50
"17","Ethics Commission","100","Governmental Ethics","General Fund","4812","Fines For City Law Violations","1.72E+12","2016_17_adopted",180000
"17","Ethics Commission","100","Governmental Ethics","General Fund","4815","Fines And Penalties-Others","1.72E+12","2016_17_adopted",15000
"17","Ethics Commission","100","Governmental Ethics","General Fund","5188","Miscellaneous Revenue-Others","1.72E+12","2016_17_adopted",5000
"2","Aging","100","Senior Services","General Fund","5169","Jury Duty Reimbursement","22011005169","2016_17_adopted",133
"2","Aging","100","Senior Services","General Fund","5188","Miscellaneous Revenue-Others","22011005188","2016_17_adopted",330
"2","Aging","100","Senior Services","General Fund","5337","Prop A Local Transit Rel Cost","22011005337","2016_17_adopted",156148
"2","Aging","100","Family Caregiver Services","General Fund","5188","Miscellaneous Revenue-Others","22021005188","2016_17_adopted",330
"22","Economic and Workforce Development","100","Adult Workforce Development","General Fund","5301","Reimb From Other Funds","2.22E+12","2016_17_adopted",112144
"22","Economic and Workforce Development","100","Adult Workforce Development","General Fund","5334","Community Dev Tr Related Cost","2.22E+12","2016_17_adopted",29651
"22","Economic and Workforce Development","100","Adult Workforce Development","General Fund","5346","Related Cost Reimb Fr Grants","2.22E+12","2016_17_adopted",109527
"22","Economic and Workforce Development","100","Adult Workforce Development","General Fund","5361","Related Cost Reimb-Others","2.22E+12","2016_17_adopted",2617
"22","Economic and Workforce Development","100","Adult Workforce Development","General Fund","5372","Workforce Innov Opp Act (Wioa) Rel Cost","2.22E+12","2016_17_adopted",2217349
"22","Economic and Workforce Development","100","Economic Development","General Fund","5301","Reimb From Other Funds","2.22E+12","2016_17_adopted",416017
"22","Economic and Workforce Development","100","Economic Development","General Fund","5334","Community Dev Tr Related Cost","2.22E+12","2016_17_adopted",629692
"22","Economic and Workforce Development","100","Economic Development","General Fund","5346","Related Cost Reimb Fr Grants","2.22E+12","2016_17_adopted",25063
"22","Economic and Workforce Development","100","Economic Development","General Fund","5361","Related Cost Reimb-Others","2.22E+12","2016_17_adopted",390954
"22","Economic and Workforce Development","100","Economic Development","General Fund","5372","Workforce Innov Opp Act (Wioa) Rel Cost","2.22E+12","2016_17_adopted",31435
"22","Economic and Workforce Development","100","Youth Workforce Development","General Fund","5301","Reimb From Other Funds","2.22E+12","2016_17_adopted",152815
"22","Economic and Workforce Development","100","Youth Workforce Development","General Fund","5334","Community Dev Tr Related Cost","2.22E+12","2016_17_adopted",15894
"22","Economic and Workforce Development","100","Youth Workforce Development","General Fund","5346","Related Cost Reimb Fr Grants","2.22E+12","2016_17_adopted",110242
"22","Economic and Workforce Development","100","Youth Workforce Development","General Fund","5361","Related Cost Reimb-Others","2.22E+12","2016_17_adopted",42573
"22","Economic and Workforce Development","100","Youth Workforce Development","General Fund","5372","Workforce Innov Opp Act (Wioa) Rel Cost","2.22E+12","2016_17_adopted",1303908
"22","Economic and Workforce Development","100","Technology Support","General Fund","5301","Reimb From Other Funds","2.22E+12","2016_17_adopted",57958
"22","Economic and Workforce Development","100","Technology Support","General Fund","5334","Community Dev Tr Related Cost","2.22E+12","2016_17_adopted",59713
"22","Economic and Workforce Development","100","Technology Support","General Fund","5346","Related Cost Reimb Fr Grants","2.22E+12","2016_17_adopted",28377
"22","Economic and Workforce Development","100","Technology Support","General Fund","5361","Related Cost Reimb-Others","2.22E+12","2016_17_adopted",29581
"22","Economic and Workforce Development","100","Technology Support","General Fund","5372","Workforce Innov Opp Act (Wioa) Rel Cost","2.22E+12","2016_17_adopted",523675
"22","Economic and Workforce Development","100","General Administration and Support","General Fund","5188","Miscellaneous Revenue-Others","2.22E+12","2016_17_adopted",467314
"22","Economic and Workforce Development","100","General Administration and Support","General Fund","5301","Reimb From Other Funds","2.22E+12","2016_17_adopted",299893
"22","Economic and Workforce Development","100","General Administration and Support","General Fund","5334","Community Dev Tr Related Cost","2.22E+12","2016_17_adopted",284113
"22","Economic and Workforce Development","100","General Administration and Support","General Fund","5346","Related Cost Reimb Fr Grants","2.22E+12","2016_17_adopted",187917
"22","Economic and Workforce Development","100","General Administration and Support","General Fund","5361","Related Cost Reimb-Others","2.22E+12","2016_17_adopted",111976
"22","Economic and Workforce Development","100","General Administration and Support","General Fund","5372","Workforce Innov Opp Act (Wioa) Rel Cost","2.22E+12","2016_17_adopted",1897396
"26","Controller","100","Accounting and Disbursement of City Funds","General Fund","4335","Controllers Fee","2.63E+12","2016_17_adopted",75000
"26","Controller","100","Accounting and Disbursement of City Funds","General Fund","4336","Payroll Deduction Fee","2.63E+12","2016_17_adopted",350000
"26","Controller","100","Accounting and Disbursement of City Funds","General Fund","4339","Miscellaneous Gov't Services","2.63E+12","2016_17_adopted",32000
"26","Controller","100","Accounting and Disbursement of City Funds","General Fund","4595","Service To Airports","2.63E+12","2016_17_adopted",1339128
"26","Controller","100","Accounting and Disbursement of City Funds","General Fund","4596","Service To Water & Power","2.63E+12","2016_17_adopted",970000
"26","Controller","100","Accounting and Disbursement of City Funds","General Fund","4597","Service To Harbor","2.63E+12","2016_17_adopted",370000
"26","Controller","100","Accounting and Disbursement of City Funds","General Fund","5301","Reimb From Other Funds","2.63E+12","2016_17_adopted",34000
"26","Controller","100","Accounting and Disbursement of City Funds","General Fund","5328","Sewer Cons & Main Related Cost","2.63E+12","2016_17_adopted",572679
"26","Controller","100","Accounting and Disbursement of City Funds","General Fund","5337","Prop A Local Transit Rel Cost","2.63E+12","2016_17_adopted",50000
"26","Controller","100","Accounting and Disbursement of City Funds","General Fund","5341","Home Invest Prtnrship Rel Cost","2.63E+12","2016_17_adopted",22000
"26","Controller","100","Accounting and Disbursement of City Funds","General Fund","5372","Workforce Innov Opp Act (Wioa) Rel Cost","2.63E+12","2016_17_adopted",117153
"26","Controller","100","Financial Reporting of City and Grant Funds","General Fund","4339","Miscellaneous Gov't Services","2.63E+12","2016_17_adopted",500
"26","Controller","100","Financial Reporting of City and Grant Funds","General Fund","5167","Unclaimed Assets Monies","2.63E+12","2016_17_adopted",50000
"26","Controller","100","General Administration and Support","General Fund","5170","Research Fee - Heirfinders","2.63E+12","2016_17_adopted",1000
"28","Council","100","Legislation and Policy Determination","General Fund","4595","Service To Airports","2.83E+12","2016_17_adopted",90000
"28","Council","100","Legislation and Policy Determination","General Fund","4597","Service To Harbor","2.83E+12","2016_17_adopted",60000
"28","Council","100","Legislation and Policy Determination","General Fund","5161","Reimbursement Of Expenditures","2.83E+12","2016_17_adopted",2000
"28","Council","100","Legislation and Policy Determination","General Fund","5172","Phone Calls Reimbursement","2.83E+12","2016_17_adopted",500
"28","Council","100","Legislation and Policy Determination","General Fund","5188","Miscellaneous Revenue-Others","2.83E+12","2016_17_adopted",NA
"28","Council","100","Legislation and Policy Determination","General Fund","5319","Reimb Prop F Animal Bond Fund","2.83E+12","2016_17_adopted",500
"28","Council","100","Legislation and Policy Determination","General Fund","5320","Reimb Prop F Fire Bond Fund","2.83E+12","2016_17_adopted",500
"28","Council","100","Legislation and Policy Determination","General Fund","5321","Reimb Prop Q Police/Fire Fund","2.83E+12","2016_17_adopted",500
"28","Council","100","Legislation and Policy Determination","General Fund","5322","Proposition K Funds","2.83E+12","2016_17_adopted",49183
"28","Council","100","Legislation and Policy Determination","General Fund","5361","Related Cost Reimb-Others","2.83E+12","2016_17_adopted",10200
"30","Cultural Affairs","100","Community Arts","General Fund","4473","Admission Fees","3.03E+12","2016_17_adopted",40000
"30","Cultural Affairs","100","Community Arts","General Fund","4474","Miscellaneous-Cultural Affairs","3.03E+12","2016_17_adopted",4000
"30","Cultural Affairs","100","Community Arts","General Fund","4475","Instruction Fees","3.03E+12","2016_17_adopted",140000
"30","Cultural Affairs","100","Community Arts","General Fund","5332","Arts & Cultural Fac Rel Cost","3.03E+12","2016_17_adopted",2200299
"30","Cultural Affairs","100","Marketing and Development","General Fund","5332","Arts & Cultural Fac Rel Cost","3.03E+12","2016_17_adopted",366717
"30","Cultural Affairs","100","Public Art","General Fund","4471","Approval For Applicatn Design","3.03E+12","2016_17_adopted",20000
"30","Cultural Affairs","100","Public Art","General Fund","5332","Arts & Cultural Fac Rel Cost","3.03E+12","2016_17_adopted",825112
"30","Cultural Affairs","100","Grants Program","General Fund","5332","Arts & Cultural Fac Rel Cost","3.03E+12","2016_17_adopted",275037
"30","Cultural Affairs","100","General Administration and Support","General Fund","5332","Arts & Cultural Fac Rel Cost","3.03E+12","2016_17_adopted",1008471
"32","Information Technology Agency","100","Public Safety Communications","General Fund","5346","Related Cost Reimb Fr Grants","3.23E+12","2016_17_adopted",187121
"32","Information Technology Agency","100","3-1-1 Operations","General Fund","5328","Sewer Cons & Main Related Cost","3.23E+12","2016_17_adopted",55017
"32","Information Technology Agency","100","Customer Engagement","General Fund","5339","Telecom Liq Damages Rel Cost","3.23E+12","2016_17_adopted",1090888
"32","Information Technology Agency","100","3-1-1 Operations","General Fund","5345","Sanit Equip Chg Acq Fd Rel Cost","3.23E+12","2016_17_adopted",990280
"32","Information Technology Agency","100","3-1-1 Operations","General Fund","5359","Bldg & Safety Ent Fnd Rel Cost","3.23E+12","2016_17_adopted",767645
"32","Information Technology Agency","100","Cable Television","General Fund","5339","Telecom Liq Damages Rel Cost","3.23E+12","2016_17_adopted",726213
"32","Information Technology Agency","100","Office Systems Support","General Fund","5370","Cost Reimbursement From Library","3.23E+12","2016_17_adopted",424717
"32","Information Technology Agency","100","Systems Development and Support","General Fund","5342","St Lighting Assess Rel Cost","3.23E+12","2016_17_adopted",102645
"32","Information Technology Agency","100","Network Engineering and Operations","General Fund","4600","Service To Lacers","3.23E+12","2016_17_adopted",40000
"32","Information Technology Agency","100","Network Engineering and Operations","General Fund","5126","Fire Insurance Proceeds","3.23E+12","2016_17_adopted",219301
"32","Information Technology Agency","100","Network Engineering and Operations","General Fund","5339","Telecom Liq Damages Rel Cost","3.23E+12","2016_17_adopted",1404654
"32","Information Technology Agency","100","Network Engineering and Operations","General Fund","5369","Charge-Back - El Pueblo","3.23E+12","2016_17_adopted",15000
"32","Information Technology Agency","100","Business Applications and Web Services","General Fund","5339","Telecom Liq Damages Rel Cost","3.23E+12","2016_17_adopted",414905
"32","Information Technology Agency","100","General Administration and Support","General Fund","3811","Reimb From Other Agencies","3.23E+12","2016_17_adopted",500
"35","Emergency Management","100","Emergency Management","General Fund","3685","Emergency Management Assistnce","3.54E+12","2016_17_adopted",645000
"35","Emergency Management","100","Emergency Management","General Fund","5188","Miscellaneous Revenue-Others","3.54E+12","2016_17_adopted",1000
"35","Emergency Management","100","Emergency Management","General Fund","5301","Reimb From Other Funds","3.54E+12","2016_17_adopted",128000
"35","Emergency Management","100","Emergency Management","General Fund","5328","Sewer Cons & Main Related Cost","3.54E+12","2016_17_adopted",131614
"35","Emergency Management","100","Emergency Management","General Fund","5345","Sanit Equip Chg Acq Fd Rel Cost","3.54E+12","2016_17_adopted",131614
"38","Fire","100","Fire Suppression","General Fund","3811","Reimb From Other Agencies","3.84E+12","2016_17_adopted",1300000
"38","Fire","100","Fire Suppression","General Fund","4114","Fire Services For San Fernando","3.84E+12","2016_17_adopted",2841311
"38","Fire","100","Fire Suppression","General Fund","4115","Fire Services Restitution","3.84E+12","2016_17_adopted",130000
"38","Fire","100","Fire Suppression","General Fund","4117","Miscellaneous-Fire Service","3.84E+12","2016_17_adopted",290500
"38","Fire","100","Fire Suppression","General Fund","4595","Service To Airports","3.84E+12","2016_17_adopted",29299904
"38","Fire","100","Fire Suppression","General Fund","4596","Service To Water & Power","3.84E+12","2016_17_adopted",1946797
"38","Fire","100","Fire Suppression","General Fund","4597","Service To Harbor","3.84E+12","2016_17_adopted",26632756
"38","Fire","100","Hazardous Materials Enforcement","General Fund","4120","Unified Program-Annual Fees","3.84E+12","2016_17_adopted",5474833
"38","Fire","100","Hazardous Materials Enforcement","General Fund","4157","Underground Storage Tk-Plan Ck","3.84E+12","2016_17_adopted",480000
"38","Fire","100","Fire Prevention","General Fund","3177","Brush Removals","3.84E+12","2016_17_adopted",1100000
"38","Fire","100","Fire Prevention","General Fund","3282","Filming Permits","3.84E+12","2016_17_adopted",NA
"38","Fire","100","Fire Prevention","General Fund","4111","Continuing Permits Section5704","3.84E+12","2016_17_adopted",NA
"38","Fire","100","Fire Prevention","General Fund","4112","Non-Continuing Permits","3.84E+12","2016_17_adopted",2900000
"38","Fire","100","Fire Prevention","General Fund","4113","Fire Safety Off Cost Recovery","3.84E+12","2016_17_adopted",1500000
"38","Fire","100","Fire Prevention","General Fund","4116","Inspection Restitution","3.84E+12","2016_17_adopted",1880000
"38","Fire","100","Fire Prevention","General Fund","4117","Miscellaneous-Fire Service","3.84E+12","2016_17_adopted",539500
"38","Fire","100","Fire Prevention","General Fund","4118","Fire Hydrant Instltn/Replcmnt","3.84E+12","2016_17_adopted",NA
"38","Fire","100","Fire Prevention","General Fund","4119","Non-Compliance Inspection Fees","3.84E+12","2016_17_adopted",30000
"38","Fire","100","Fire Prevention","General Fund","4121","High-Rise Inspection Fee","3.84E+12","2016_17_adopted",3600000
"38","Fire","100","Fire Prevention","General Fund","4122","Fire Sfty Clear Insp-Care Facil","3.84E+12","2016_17_adopted",38000
"38","Fire","100","Fire Prevention","General Fund","4123","Brush Clearance Restitution","3.84E+12","2016_17_adopted",1300000
"38","Fire","100","Fire Prevention","General Fund","4124","Brush Non-Compliance Fee","3.84E+12","2016_17_adopted",130000
"38","Fire","100","Fire Prevention","General Fund","4152","Cons Plan Checking","3.84E+12","2016_17_adopted",NA
"38","Fire","100","Fire Prevention","General Fund","4243","Spot Check Prog Cost Recovery","3.84E+12","2016_17_adopted",615000
"38","Fire","100","Fire Prevention","General Fund","5311","Reimb-Metro Rail Project","3.84E+12","2016_17_adopted",NA
"38","Fire","100","Emergency Medical Service","General Fund","3811","Reimb From Other Agencies","3.84E+12","2016_17_adopted",5800000
"38","Fire","100","Emergency Medical Service","General Fund","4451","Emergency Ambulance Services","3.84E+12","2016_17_adopted",NA
"38","Fire","100","Emergency Medical Service","General Fund","4453","Ground Emergency Medical Transport","3.84E+12","2016_17_adopted",6229205
"38","Fire","100","Training","General Fund","5301","Reimb From Other Funds","3.84E+12","2016_17_adopted",83750
"38","Fire","100","General Administration and Support","General Fund","5163","Reimb Empl Rel - Uflac","3.84E+12","2016_17_adopted",NA
"38","Fire","100","General Administration and Support","General Fund","5188","Miscellaneous Revenue-Others","3.84E+12","2016_17_adopted",NA
"38","Fire","100","General Administration and Support","General Fund","5301","Reimb From Other Funds","3.84E+12","2016_17_adopted",NA
"39","Finance","100","Revenue Management","General Fund","4902","Interest On Pooled Invest-Gen Fund","3.94E+12","2016_17_adopted",16640000
"39","Finance","100","Revenue Management","General Fund","5122","Attorney Fees","3.94E+12","2016_17_adopted",13000
"39","Finance","100","Revenue Management","General Fund","5123","Accident Collections","3.94E+12","2016_17_adopted",170000
"39","Finance","100","Revenue Management","General Fund","5171","City Atty Collection Services","3.94E+12","2016_17_adopted",50000
"39","Finance","100","Revenue Management","General Fund","5175","Collection Fee","3.94E+12","2016_17_adopted",350000
"39","Finance","100","Revenue Management","General Fund","5188","Miscellaneous Revenue-Others","3.94E+12","2016_17_adopted",725000
"39","Finance","100","Treasury Services","General Fund","4595","Service To Airports","3.94E+12","2016_17_adopted",559724
"39","Finance","100","Treasury Services","General Fund","4596","Service To Water & Power","3.94E+12","2016_17_adopted",1384583
"39","Finance","100","Treasury Services","General Fund","4597","Service To Harbor","3.94E+12","2016_17_adopted",309628
"39","Finance","100","Treasury Services","General Fund","4651","Miscellaneous Service Charges","3.94E+12","2016_17_adopted",NA
"39","Finance","100","Treasury Services","General Fund","4657","St Improv Bond Serv Fees","3.94E+12","2016_17_adopted",950
"39","Finance","100","Treasury Services","General Fund","5328","Sewer Cons & Main Related Cost","3.94E+12","2016_17_adopted",395106
"39","Finance","100","LATAX System Support","General Fund","4332","Bad Check Collection Fees","3.94E+12","2016_17_adopted",5000
"39","Finance","100","LATAX System Support","General Fund","4339","Miscellaneous Gov't Services","3.94E+12","2016_17_adopted",5000
"39","Finance","100","Customer Service","General Fund","5165","W&P Reim Utility User Tx Exemp","3.94E+12","2016_17_adopted",35611
"39","Finance","100","Tax and Permit","General Fund","4327","Audit Serv To Outside Agencies","3.94E+12","2016_17_adopted",5500
"40","General Services","100","Custodial Services","General Fund","5370","Cost Reimbursement From Library","4.04E+12","2016_17_adopted",3739445
"40","General Services","100","Building Maintenance","General Fund","5370","Cost Reimbursement From Library","4.04E+12","2016_17_adopted",4097667
"40","General Services","100","Real Estate Services","General Fund","4931","Lease & Rental Of City Properties","4.04E+12","2016_17_adopted",NA
"40","General Services","100","Real Estate Services","General Fund","4933","Figueroa Plaza Revenue","4.04E+12","2016_17_adopted",5000661
"40","General Services","100","Real Estate Services","General Fund","4951","Oil Royalties & Rentals","4.04E+12","2016_17_adopted",190000
"40","General Services","100","Real Estate Services","General Fund","5141","Sale Of Surplus Property","4.04E+12","2016_17_adopted",NA
"40","General Services","100","Real Estate Services","General Fund","5370","Cost Reimbursement From Library","4.04E+12","2016_17_adopted",239224
"40","General Services","100","Parking Services","General Fund","5301","Reimb From Other Funds","4.04E+12","2016_17_adopted",510000
"40","General Services","100","Parking Services","General Fund","5361","Related Cost Reimb-Others","4.04E+12","2016_17_adopted",204905
"40","General Services","100","Parking Services","General Fund","5370","Cost Reimbursement From Library","4.04E+12","2016_17_adopted",318118
"40","General Services","100","Fleet Services","General Fund","4595","Service To Airports","4.04E+12","2016_17_adopted",155000
"40","General Services","100","Fleet Services","General Fund","5301","Reimb From Other Funds","4.04E+12","2016_17_adopted",NA
"40","General Services","100","Fleet Services","General Fund","5308","Helicopter Flight Reimb","4.04E+12","2016_17_adopted",880000
"40","General Services","100","Fleet Services","General Fund","5325","Reimb-Multi Family Bulky Item","4.04E+12","2016_17_adopted",222927
"40","General Services","100","Fleet Services","General Fund","5328","Sewer Cons & Main Related Cost","4.04E+12","2016_17_adopted",1088362
"40","General Services","100","Fleet Services","General Fund","5338","Stormwtr Pollu Abate Rel Cost","4.04E+12","2016_17_adopted",163713
"40","General Services","100","Fleet Services","General Fund","5342","St Lighting Assess Rel Cost","4.04E+12","2016_17_adopted",250552
"40","General Services","100","Fleet Services","General Fund","5345","Sanit Equip Chg Acq Fd Rel Cost","4.04E+12","2016_17_adopted",14553743
"40","General Services","100","Fleet Services","General Fund","5352","Street Damage Fee Rel Cost","4.04E+12","2016_17_adopted",1458376
"40","General Services","100","Fleet Services","General Fund","5370","Cost Reimbursement From Library","4.04E+12","2016_17_adopted",59013
"40","General Services","100","Fuel and Environmental Compliance","General Fund","5161","Reimbursement Of Expenditures","4.04E+12","2016_17_adopted",345000
"40","General Services","100","Fuel and Environmental Compliance","General Fund","5370","Cost Reimbursement From Library","4.04E+12","2016_17_adopted",49417
"40","General Services","100","Standards and Testing Services","General Fund","3242","B Permits","4.04E+12","2016_17_adopted",NA
"40","General Services","100","Standards and Testing Services","General Fund","4227","Laboratory Testing Fees","4.04E+12","2016_17_adopted",3600000
"40","General Services","100","Standards and Testing Services","General Fund","5311","Reimb-Metro Rail Project","4.04E+12","2016_17_adopted",70843
"40","General Services","100","Standards and Testing Services","General Fund","5328","Sewer Cons & Main Related Cost","4.04E+12","2016_17_adopted",1298191
"40","General Services","100","Standards and Testing Services","General Fund","5340","Prop C Antigridlock Rel Cost","4.04E+12","2016_17_adopted",179319
"40","General Services","100","Standards and Testing Services","General Fund","5367","Measure R Traffic Relief Oh Reimb","4.04E+12","2016_17_adopted",972361
"40","General Services","100","Supply Management","General Fund","5142","Salvage Receipts","4.04E+12","2016_17_adopted",9800000
"40","General Services","100","Supply Management","General Fund","5188","Miscellaneous Revenue-Others","4.04E+12","2016_17_adopted",NA
"40","General Services","100","Supply Management","General Fund","5328","Sewer Cons & Main Related Cost","4.04E+12","2016_17_adopted",2207127
"40","General Services","100","Supply Management","General Fund","5342","St Lighting Assess Rel Cost","4.04E+12","2016_17_adopted",438666
"40","General Services","100","Supply Management","General Fund","5345","Sanit Equip Chg Acq Fd Rel Cost","4.04E+12","2016_17_adopted",1494628
"40","General Services","100","Mail Services","General Fund","4600","Service To Lacers","4.04E+12","2016_17_adopted",50000
"40","General Services","100","Mail Services","General Fund","4602","Charge-Back Pensions","4.04E+12","2016_17_adopted",38000
"40","General Services","100","Mail Services","General Fund","5328","Sewer Cons & Main Related Cost","4.04E+12","2016_17_adopted",120722
"40","General Services","100","Mail Services","General Fund","5370","Cost Reimbursement From Library","4.04E+12","2016_17_adopted",22300
"40","General Services","100","General Administration and Support","General Fund","4228","Misc General Services Receipts","4.04E+12","2016_17_adopted",10000
"40","General Services","100","General Administration and Support","General Fund","5188","Miscellaneous Revenue-Others","4.04E+12","2016_17_adopted",NA
"40","General Services","100","General Administration and Support","General Fund","5328","Sewer Cons & Main Related Cost","4.04E+12","2016_17_adopted",63490
"40","General Services","100","General Administration and Support","General Fund","5361","Related Cost Reimb-Others","4.04E+12","2016_17_adopted",21302
"43","Housing and Community Investment","100","Finance and Development","General Fund","5329","Rent Control Related Cost","4.34E+12","2016_17_adopted",9096
"43","Housing and Community Investment","100","Finance and Development","General Fund","5334","Community Dev Tr Related Cost","4.34E+12","2016_17_adopted",846187
"43","Housing and Community Investment","100","Finance and Development","General Fund","5335","Community Svcs Adm Gr Rel Cost","4.34E+12","2016_17_adopted",4596
"43","Housing and Community Investment","100","Finance and Development","General Fund","5341","Home Invest Prtnrship Rel Cost","4.34E+12","2016_17_adopted",651551
"43","Housing and Community Investment","100","Finance and Development","General Fund","5344","Hsg Opp Persons W/ Aids Rel Cost","4.34E+12","2016_17_adopted",191
"43","Housing and Community Investment","100","Finance and Development","General Fund","5346","Related Cost Reimb Fr Grants","4.34E+12","2016_17_adopted",2087
"43","Housing and Community Investment","100","Finance and Development","General Fund","5351","Code Enforcement Rel Cost","4.34E+12","2016_17_adopted",17099
"43","Housing and Community Investment","100","Finance and Development","General Fund","5361","Related Cost Reimb-Others","4.34E+12","2016_17_adopted",549180
"43","Housing and Community Investment","100","Finance and Development","General Fund","5366","Federal Emerg Shelter Rel Cost","4.34E+12","2016_17_adopted",64
"43","Housing and Community Investment","100","Affordable Housing Asset Management","General Fund","5329","Rent Control Related Cost","4.34E+12","2016_17_adopted",8634
"43","Housing and Community Investment","100","Affordable Housing Asset Management","General Fund","5334","Community Dev Tr Related Cost","4.34E+12","2016_17_adopted",457775
"43","Housing and Community Investment","100","Affordable Housing Asset Management","General Fund","5341","Home Invest Prtnrship Rel Cost","4.34E+12","2016_17_adopted",277390
"43","Housing and Community Investment","100","Affordable Housing Asset Management","General Fund","5346","Related Cost Reimb Fr Grants","4.34E+12","2016_17_adopted",26480
"43","Housing and Community Investment","100","Affordable Housing Asset Management","General Fund","5351","Code Enforcement Rel Cost","4.34E+12","2016_17_adopted",29139
"43","Housing and Community Investment","100","Affordable Housing Asset Management","General Fund","5361","Related Cost Reimb-Others","4.34E+12","2016_17_adopted",1007865
"43","Housing and Community Investment","100","Strategic Planning and Policy Development","General Fund","5329","Rent Control Related Cost","4.34E+12","2016_17_adopted",16373
"43","Housing and Community Investment","100","Strategic Planning and Policy Development","General Fund","5334","Community Dev Tr Related Cost","4.34E+12","2016_17_adopted",746159
"43","Housing and Community Investment","100","Strategic Planning and Policy Development","General Fund","5335","Community Svcs Adm Gr Rel Cost","4.34E+12","2016_17_adopted",57746
"43","Housing and Community Investment","100","Strategic Planning and Policy Development","General Fund","5341","Home Invest Prtnrship Rel Cost","4.34E+12","2016_17_adopted",79678
"43","Housing and Community Investment","100","Strategic Planning and Policy Development","General Fund","5344","Hsg Opp Persons W/ Aids Rel Cost","4.34E+12","2016_17_adopted",14046
"43","Housing and Community Investment","100","Strategic Planning and Policy Development","General Fund","5346","Related Cost Reimb Fr Grants","4.34E+12","2016_17_adopted",15972
"43","Housing and Community Investment","100","Strategic Planning and Policy Development","General Fund","5351","Code Enforcement Rel Cost","4.34E+12","2016_17_adopted",70599
"43","Housing and Community Investment","100","Strategic Planning and Policy Development","General Fund","5361","Related Cost Reimb-Others","4.34E+12","2016_17_adopted",85111
"43","Housing and Community Investment","100","Strategic Planning and Policy Development","General Fund","5366","Federal Emerg Shelter Rel Cost","4.34E+12","2016_17_adopted",4299
"43","Housing and Community Investment","100","Rent Stabilization","General Fund","5329","Rent Control Related Cost","4.34E+12","2016_17_adopted",3111926
"43","Housing and Community Investment","100","Rent Stabilization","General Fund","5334","Community Dev Tr Related Cost","4.34E+12","2016_17_adopted",19713
"43","Housing and Community Investment","100","Rent Stabilization","General Fund","5351","Code Enforcement Rel Cost","4.34E+12","2016_17_adopted",446518
"43","Housing and Community Investment","100","Multi-family Residential Code Enforcement","General Fund","5329","Rent Control Related Cost","4.34E+12","2016_17_adopted",23223
"43","Housing and Community Investment","100","Multi-family Residential Code Enforcement","General Fund","5334","Community Dev Tr Related Cost","4.34E+12","2016_17_adopted",7961
"43","Housing and Community Investment","100","Multi-family Residential Code Enforcement","General Fund","5335","Community Svcs Adm Gr Rel Cost","4.34E+12","2016_17_adopted",641
"43","Housing and Community Investment","100","Multi-family Residential Code Enforcement","General Fund","5341","Home Invest Prtnrship Rel Cost","4.34E+12","2016_17_adopted",111426
"43","Housing and Community Investment","100","Multi-family Residential Code Enforcement","General Fund","5344","Hsg Opp Persons W/ Aids Rel Cost","4.34E+12","2016_17_adopted",433
"43","Housing and Community Investment","100","Multi-family Residential Code Enforcement","General Fund","5346","Related Cost Reimb Fr Grants","4.34E+12","2016_17_adopted",296
"66","Personnel","100","Liaison Services","General Fund","5336","Mobile Src Air Pollut Rel Cost","6.67E+12","2016_17_adopted",444135
"43","Housing and Community Investment","100","Multi-family Residential Code Enforcement","General Fund","5351","Code Enforcement Rel Cost","4.34E+12","2016_17_adopted",9630183
"43","Housing and Community Investment","100","Multi-family Residential Code Enforcement","General Fund","5361","Related Cost Reimb-Others","4.34E+12","2016_17_adopted",6627
"43","Housing and Community Investment","100","Multi-family Residential Code Enforcement","General Fund","5366","Federal Emerg Shelter Rel Cost","4.34E+12","2016_17_adopted",140
"43","Housing and Community Investment","100","Code and Rent Compliance","General Fund","5329","Rent Control Related Cost","4.34E+12","2016_17_adopted",643188
"43","Housing and Community Investment","100","Code and Rent Compliance","General Fund","5351","Code Enforcement Rel Cost","4.34E+12","2016_17_adopted",1715989
"43","Housing and Community Investment","100","Commissions and Community Engagement","General Fund","5329","Rent Control Related Cost","4.34E+12","2016_17_adopted",5753
"43","Housing and Community Investment","100","Commissions and Community Engagement","General Fund","5335","Community Svcs Adm Gr Rel Cost","4.34E+12","2016_17_adopted",17158
"43","Housing and Community Investment","100","Monitoring and Technical Services","General Fund","5329","Rent Control Related Cost","4.34E+12","2016_17_adopted",7515
"43","Housing and Community Investment","100","Monitoring and Technical Services","General Fund","5334","Community Dev Tr Related Cost","4.34E+12","2016_17_adopted",663601
