Department Code,Department Name,Program Code,Program Name,Fund Code,Fund Name,Source Fund Code,Source Fund Name,Budget Request Description,Budget Request Category,Budget Object Code,Audit Budget Object Name,One Time/ On-going,2021-22 (Proposed) Incremental change from 2020-21 Adopted Budget,2021-22 (Adopted) Incremental change from 2020-21 Adopted Budget
43,Housing,4312,Housing Strategies and Services,100,General Fund,56V,Foreclosure Registry Program Fund (Sch. 29),Deletion of Funding for Resolution Authorities,2-Deletion of One-Time Services,001010,Salaries General,BB,-24952,-24952
43,Housing,4312,Housing Strategies and Services,100,General Fund,56V,Foreclosure Registry Program Fund (Sch. 29),Full Funding for Partially Financed Positions,1-Obligatory Changes,001010,Salaries General,BB,20095,20095
43,Housing,4312,Housing Strategies and Services,100,General Fund,56V,Foreclosure Registry Program Fund (Sch. 29),Homeownership Program,3-Continuation of Services,001010,Salaries General,01,23467,23467
43,Housing,4312,Housing Strategies and Services,100,General Fund,56V,Foreclosure Registry Program Fund (Sch. 29),Salary Step and Turnover Effect,1-Obligatory Changes,001010,Salaries General,BB,67,67
43,Housing,4312,Housing Strategies and Services,100,General Fund,56V,Foreclosure Registry Program Fund (Sch. 29),Separation Incentive Program Cash Payment,12-Separation Incentive Program,001010,Salaries General,01,14000,14000
43,Housing,4312,Housing Strategies and Services,100,General Fund,63C,Lead Grant 12 Fund (Sch. 29),Housing Services,3-Continuation of Services,001010,Salaries General,01,46598,46598
43,Housing,4312,Housing Strategies and Services,100,General Fund,63C,Lead Grant 12 Fund (Sch. 29),Lead Program,3-Continuation of Services,001010,Salaries General,01,492856,492856
43,Housing,4312,Housing Strategies and Services,100,General Fund,815,Municipal Housing Finance Fund (Sch. 48),2020-21 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,-1491,-1491
43,Housing,4312,Housing Strategies and Services,100,General Fund,815,Municipal Housing Finance Fund (Sch. 48),2021-22 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,141,141
43,Housing,4312,Housing Strategies and Services,100,General Fund,815,Municipal Housing Finance Fund (Sch. 48),Deletion of Funding for Resolution Authorities,2-Deletion of One-Time Services,001010,Salaries General,BB,-24952,-24952
43,Housing,4312,Housing Strategies and Services,100,General Fund,815,Municipal Housing Finance Fund (Sch. 48),Full Funding for Partially Financed Positions,1-Obligatory Changes,001010,Salaries General,BB,26695,26695
43,Housing,4312,Housing Strategies and Services,100,General Fund,815,Municipal Housing Finance Fund (Sch. 48),Homeownership Program,3-Continuation of Services,001010,Salaries General,01,23467,23467
43,Housing,4312,Housing Strategies and Services,100,General Fund,815,Municipal Housing Finance Fund (Sch. 48),Salary Step and Turnover Effect,1-Obligatory Changes,001010,Salaries General,BB,278,278
43,Housing,4312,Housing Strategies and Services,100,General Fund,815,Municipal Housing Finance Fund (Sch. 48),Separation Incentive Program Cash Payment,12-Separation Incentive Program,001010,Salaries General,01,14000,14000
43,Housing,4313,Accessible Housing Program,100,General Fund,10D,Accessible Housing Fund (Sch. 38),2020-21 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,-5723,-5723
43,Housing,4313,Accessible Housing Program,100,General Fund,10D,Accessible Housing Fund (Sch. 38),2021-22 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,558,558
43,Housing,4313,Accessible Housing Program,100,General Fund,10D,Accessible Housing Fund (Sch. 38),Accessible Housing Program Expenses,3-Continuation of Services,003040,Contractual Services,01,455400,455400
43,Housing,4313,Accessible Housing Program,100,General Fund,10D,Accessible Housing Fund (Sch. 38),Accessible Housing Program Expenses,3-Continuation of Services,003310,Transportation,01,21800,21800
43,Housing,4313,Accessible Housing Program,100,General Fund,10D,Accessible Housing Fund (Sch. 38),Accessible Housing Program Expenses,3-Continuation of Services,006010,Office and Administrative ,01,54471,54471
43,Housing,4313,Accessible Housing Program,100,General Fund,10D,Accessible Housing Fund (Sch. 38),Accessible Housing Program Expenses,3-Continuation of Services,006030,Leasing,01,80000,80000
43,Housing,4313,Accessible Housing Program,100,General Fund,10D,Accessible Housing Fund (Sch. 38),Accessible Housing Program Staff,3-Continuation of Services,001010,Salaries General,01,6962089,6962089
43,Housing,4313,Accessible Housing Program,100,General Fund,10D,Accessible Housing Fund (Sch. 38),Deletion of Funding for Resolution Authorities,2-Deletion of One-Time Services,001010,Salaries General,BB,-6512734,-6512734
43,Housing,4313,Accessible Housing Program,100,General Fund,10D,Accessible Housing Fund (Sch. 38),Deletion of One-Time Expense Funding,2-Deletion of One-Time Services,001090,Overtime General,BB,-125000,-125000
43,Housing,4313,Accessible Housing Program,100,General Fund,10D,Accessible Housing Fund (Sch. 38),Deletion of One-Time Expense Funding,2-Deletion of One-Time Services,002120,Printing and Binding,BB,-10000,-10000
43,Housing,4313,Accessible Housing Program,100,General Fund,10D,Accessible Housing Fund (Sch. 38),Deletion of One-Time Expense Funding,2-Deletion of One-Time Services,003040,Contractual Services,BB,-205300,-205300
43,Housing,4313,Accessible Housing Program,100,General Fund,10D,Accessible Housing Fund (Sch. 38),Deletion of One-Time Expense Funding,2-Deletion of One-Time Services,003310,Transportation,BB,-21800,-21800
43,Housing,4313,Accessible Housing Program,100,General Fund,10D,Accessible Housing Fund (Sch. 38),Deletion of One-Time Expense Funding,2-Deletion of One-Time Services,006010,Office and Administrative ,BB,-171203,-171203
43,Housing,4313,Accessible Housing Program,100,General Fund,10D,Accessible Housing Fund (Sch. 38),Deletion of One-Time Expense Funding,2-Deletion of One-Time Services,006030,Leasing,BB,-80000,-80000
43,Housing,4313,Accessible Housing Program,100,General Fund,10D,Accessible Housing Fund (Sch. 38),Full Funding for Partially Financed Positions,1-Obligatory Changes,001010,Salaries General,BB,729058,729058
43,Housing,4313,Accessible Housing Program,100,General Fund,10D,Accessible Housing Fund (Sch. 38),Salary Step and Turnover Effect,1-Obligatory Changes,001010,Salaries General,BB,-6253,-6253
43,Housing,4349,Technology Support,100,General Fund,100,General Fund,2020-21 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,-418,-418
43,Housing,4349,Technology Support,100,General Fund,100,General Fund,2021-22 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,37,37
43,Housing,4349,Technology Support,100,General Fund,100,General Fund,Deletion of Funding for Resolution Authorities,2-Deletion of One-Time Services,001010,Salaries General,BB,-39869,-39869
43,Housing,4349,Technology Support,100,General Fund,100,General Fund,Full Funding for Partially Financed Positions,1-Obligatory Changes,001010,Salaries General,BB,21992,21992
43,Housing,4349,Technology Support,100,General Fund,100,General Fund,Salary Step and Turnover Effect,1-Obligatory Changes,001010,Salaries General,BB,-324,-324
43,Housing,4349,Technology Support,100,General Fund,100,General Fund,Technology Support,3-Continuation of Services,001010,Salaries General,01,40723,40723
43,Housing,4349,Technology Support,100,General Fund,10D,Accessible Housing Fund (Sch. 38),2020-21 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,-469,-469
43,Housing,4349,Technology Support,100,General Fund,10D,Accessible Housing Fund (Sch. 38),2021-22 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,41,41
43,Housing,4349,Technology Support,100,General Fund,10D,Accessible Housing Fund (Sch. 38),Deletion of Funding for Resolution Authorities,2-Deletion of One-Time Services,001010,Salaries General,BB,-39024,-39024
43,Housing,4349,Technology Support,100,General Fund,10D,Accessible Housing Fund (Sch. 38),Full Funding for Partially Financed Positions,1-Obligatory Changes,001010,Salaries General,BB,10514,10514
43,Housing,4349,Technology Support,100,General Fund,10D,Accessible Housing Fund (Sch. 38),Salary Step and Turnover Effect,1-Obligatory Changes,001010,Salaries General,BB,-365,-365
43,Housing,4349,Technology Support,100,General Fund,10D,Accessible Housing Fund (Sch. 38),Technology Support,3-Continuation of Services,001010,Salaries General,01,72029,72029
43,Housing,4349,Technology Support,100,General Fund,240,Housing Production Revolving Fund (Sch. 29),2020-21 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,-41,-41
43,Housing,4349,Technology Support,100,General Fund,240,Housing Production Revolving Fund (Sch. 29),2021-22 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,4,4
43,Housing,4349,Technology Support,100,General Fund,240,Housing Production Revolving Fund (Sch. 29),Deletion of Funding for Resolution Authorities,2-Deletion of One-Time Services,001010,Salaries General,BB,-4286,-4286
43,Housing,4349,Technology Support,100,General Fund,240,Housing Production Revolving Fund (Sch. 29),Full Funding for Partially Financed Positions,1-Obligatory Changes,001010,Salaries General,BB,999,999
43,Housing,4349,Technology Support,100,General Fund,240,Housing Production Revolving Fund (Sch. 29),Salary Step and Turnover Effect,1-Obligatory Changes,001010,Salaries General,BB,-31,-31
43,Housing,4349,Technology Support,100,General Fund,240,Housing Production Revolving Fund (Sch. 29),Technology Support,3-Continuation of Services,001010,Salaries General,01,3714,3714
43,Housing,4349,Technology Support,100,General Fund,41M,Systematic Code Enforcement Fee Fund (Sch. 42),2020-21 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,-7083,-7083
43,Housing,4349,Technology Support,100,General Fund,41M,Systematic Code Enforcement Fee Fund (Sch. 42),2021-22 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,687,687
43,Housing,4349,Technology Support,100,General Fund,41M,Systematic Code Enforcement Fee Fund (Sch. 42),Billing Systems Staffing,3-Continuation of Services,001010,Salaries General,01,86257,86257
43,Housing,4349,Technology Support,100,General Fund,41M,Systematic Code Enforcement Fee Fund (Sch. 42),Deletion of Funding for Resolution Authorities,2-Deletion of One-Time Services,001010,Salaries General,BB,-862804,-862804
43,Housing,4349,Technology Support,100,General Fund,41M,Systematic Code Enforcement Fee Fund (Sch. 42),Full Funding for Partially Financed Positions,1-Obligatory Changes,001010,Salaries General,BB,185208,185208
43,Housing,4349,Technology Support,100,General Fund,41M,Systematic Code Enforcement Fee Fund (Sch. 42),Salary Step and Turnover Effect,1-Obligatory Changes,001010,Salaries General,BB,-5567,-5567
43,Housing,4349,Technology Support,100,General Fund,41M,Systematic Code Enforcement Fee Fund (Sch. 42),Separation Incentive Program,12-Separation Incentive Program,001010,Salaries General,BB,-61320,-61320
43,Housing,4349,Technology Support,100,General Fund,41M,Systematic Code Enforcement Fee Fund (Sch. 42),Separation Incentive Program Cash Payment,12-Separation Incentive Program,001010,Salaries General,01,45500,45500
43,Housing,4349,Technology Support,100,General Fund,41M,Systematic Code Enforcement Fee Fund (Sch. 42),Technology Support,3-Continuation of Services,001010,Salaries General,01,770611,770611
43,Housing,4349,Technology Support,100,General Fund,424,Community Development Trust Fund (Sch. 8),2020-21 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,-1130,-1130
43,Housing,4349,Technology Support,100,General Fund,424,Community Development Trust Fund (Sch. 8),2021-22 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,99,99
43,Housing,4349,Technology Support,100,General Fund,424,Community Development Trust Fund (Sch. 8),Deletion of Funding for Resolution Authorities,2-Deletion of One-Time Services,001010,Salaries General,BB,-85192,-85192
43,Housing,4349,Technology Support,100,General Fund,424,Community Development Trust Fund (Sch. 8),Full Funding for Partially Financed Positions,1-Obligatory Changes,001010,Salaries General,BB,24465,24465
43,Housing,4349,Technology Support,100,General Fund,424,Community Development Trust Fund (Sch. 8),Salary Step and Turnover Effect,1-Obligatory Changes,001010,Salaries General,BB,-880,-880
43,Housing,4349,Technology Support,100,General Fund,424,Community Development Trust Fund (Sch. 8),Technology Support,3-Continuation of Services,001010,Salaries General,01,73819,73819
43,Housing,4349,Technology Support,100,General Fund,428,Community Service Block Grant Trust Fund (Sch. 13),2020-21 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,-114,-114
43,Housing,4349,Technology Support,100,General Fund,428,Community Service Block Grant Trust Fund (Sch. 13),2021-22 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,10,10
43,Housing,4349,Technology Support,100,General Fund,428,Community Service Block Grant Trust Fund (Sch. 13),Deletion of Funding for Resolution Authorities,2-Deletion of One-Time Services,001010,Salaries General,BB,-7792,-7792
43,Housing,4349,Technology Support,100,General Fund,428,Community Service Block Grant Trust Fund (Sch. 13),Full Funding for Partially Financed Positions,1-Obligatory Changes,001010,Salaries General,BB,2390,2390
43,Housing,4349,Technology Support,100,General Fund,428,Community Service Block Grant Trust Fund (Sch. 13),Salary Step and Turnover Effect,1-Obligatory Changes,001010,Salaries General,BB,-89,-89
43,Housing,4349,Technology Support,100,General Fund,428,Community Service Block Grant Trust Fund (Sch. 13),Technology Support,3-Continuation of Services,001010,Salaries General,01,8821,8821
43,Housing,4349,Technology Support,100,General Fund,428,Community Service Block Grant Trust Fund (Sch. 13),Transfer of Community Investment Programs,9-Transfer of Services,001070,"Salaries, As-Needed",BB,-525,-525
43,Housing,4349,Technology Support,100,General Fund,428,Community Service Block Grant Trust Fund (Sch. 13),Transfer of Community Investment Programs,9-Transfer of Services,001090,Overtime General,BB,-9,-9
43,Housing,4349,Technology Support,100,General Fund,428,Community Service Block Grant Trust Fund (Sch. 13),Transfer of Community Investment Programs,9-Transfer of Services,002120,Printing and Binding,BB,-53,-53
43,Housing,4349,Technology Support,100,General Fund,428,Community Service Block Grant Trust Fund (Sch. 13),Transfer of Community Investment Programs,9-Transfer of Services,006010,Office and Administrative ,BB,-1572,-1572
43,Housing,4349,Technology Support,100,General Fund,440,Rent Stabilization Trust Fund (Sch. 23),2020-21 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,-2993,-2993
43,Housing,4349,Technology Support,100,General Fund,440,Rent Stabilization Trust Fund (Sch. 23),2021-22 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,298,298
43,Housing,4349,Technology Support,100,General Fund,440,Rent Stabilization Trust Fund (Sch. 23),Billing Systems Staffing,3-Continuation of Services,001010,Salaries General,01,46446,46446
43,Housing,4349,Technology Support,100,General Fund,440,Rent Stabilization Trust Fund (Sch. 23),Deletion of Funding for Resolution Authorities,2-Deletion of One-Time Services,001010,Salaries General,BB,-632396,-632396
43,Housing,4349,Technology Support,100,General Fund,440,Rent Stabilization Trust Fund (Sch. 23),Full Funding for Partially Financed Positions,1-Obligatory Changes,001010,Salaries General,BB,104839,104839
43,Housing,4349,Technology Support,100,General Fund,440,Rent Stabilization Trust Fund (Sch. 23),Rent Systems Staffing,3-Continuation of Services,001010,Salaries General,01,125532,125532
43,Housing,4349,Technology Support,100,General Fund,440,Rent Stabilization Trust Fund (Sch. 23),Salary Step and Turnover Effect,1-Obligatory Changes,001010,Salaries General,BB,-2361,-2361
43,Housing,4349,Technology Support,100,General Fund,440,Rent Stabilization Trust Fund (Sch. 23),Separation Incentive Program,12-Separation Incentive Program,001010,Salaries General,BB,-33019,-33019
43,Housing,4349,Technology Support,100,General Fund,440,Rent Stabilization Trust Fund (Sch. 23),Separation Incentive Program Cash Payment,12-Separation Incentive Program,001010,Salaries General,01,24500,24500
43,Housing,4349,Technology Support,100,General Fund,440,Rent Stabilization Trust Fund (Sch. 23),Technology Support,3-Continuation of Services,001010,Salaries General,01,464332,464332
43,Housing,4349,Technology Support,100,General Fund,44G,Affordable Housing Trust Fund (Sch. 6),2020-21 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,-82,-82
43,Housing,4349,Technology Support,100,General Fund,44G,Affordable Housing Trust Fund (Sch. 6),2021-22 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,7,7
43,Housing,4349,Technology Support,100,General Fund,44G,Affordable Housing Trust Fund (Sch. 6),Deletion of Funding for Resolution Authorities,2-Deletion of One-Time Services,001010,Salaries General,BB,-7727,-7727
43,Housing,4349,Technology Support,100,General Fund,44G,Affordable Housing Trust Fund (Sch. 6),Full Funding for Partially Financed Positions,1-Obligatory Changes,001010,Salaries General,BB,1926,1926
43,Housing,4349,Technology Support,100,General Fund,44G,Affordable Housing Trust Fund (Sch. 6),Salary Step and Turnover Effect,1-Obligatory Changes,001010,Salaries General,BB,-63,-63
43,Housing,4349,Technology Support,100,General Fund,44G,Affordable Housing Trust Fund (Sch. 6),Technology Support,3-Continuation of Services,001010,Salaries General,01,5571,5571
43,Housing,4349,Technology Support,100,General Fund,517,Federal Emergency Shelter Grant Fund (Sch. 29),2020-21 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,-8,-8
43,Housing,4349,Technology Support,100,General Fund,517,Federal Emergency Shelter Grant Fund (Sch. 29),2021-22 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,1,1
43,Housing,4349,Technology Support,100,General Fund,517,Federal Emergency Shelter Grant Fund (Sch. 29),Deletion of Funding for Resolution Authorities,2-Deletion of One-Time Services,001010,Salaries General,BB,-649,-649
43,Housing,4349,Technology Support,100,General Fund,517,Federal Emergency Shelter Grant Fund (Sch. 29),Full Funding for Partially Financed Positions,1-Obligatory Changes,001010,Salaries General,BB,168,168
43,Housing,4349,Technology Support,100,General Fund,517,Federal Emergency Shelter Grant Fund (Sch. 29),Salary Step and Turnover Effect,1-Obligatory Changes,001010,Salaries General,BB,-6,-6
43,Housing,4349,Technology Support,100,General Fund,517,Federal Emergency Shelter Grant Fund (Sch. 29),Technology Support,3-Continuation of Services,001010,Salaries General,01,663,663
43,Housing,4349,Technology Support,100,General Fund,55J,Low and Moderate Income Housing Fund (Sch. 29),2020-21 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,-381,-381
43,Housing,4349,Technology Support,100,General Fund,55J,Low and Moderate Income Housing Fund (Sch. 29),2021-22 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,33,33
43,Housing,4349,Technology Support,100,General Fund,55J,Low and Moderate Income Housing Fund (Sch. 29),Deletion of Funding for Resolution Authorities,2-Deletion of One-Time Services,001010,Salaries General,BB,-28830,-28830
43,Housing,4349,Technology Support,100,General Fund,55J,Low and Moderate Income Housing Fund (Sch. 29),Full Funding for Partially Financed Positions,1-Obligatory Changes,001010,Salaries General,BB,8257,8257
43,Housing,4349,Technology Support,100,General Fund,55J,Low and Moderate Income Housing Fund (Sch. 29),Salary Step and Turnover Effect,1-Obligatory Changes,001010,Salaries General,BB,-297,-297
43,Housing,4349,Technology Support,100,General Fund,55J,Low and Moderate Income Housing Fund (Sch. 29),Technology Support,3-Continuation of Services,001010,Salaries General,01,24872,24872
43,Housing,4349,Technology Support,100,General Fund,561,HOME Investment Partnership Program Fund (Sch. 9),2020-21 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,-555,-555
43,Housing,4349,Technology Support,100,General Fund,561,HOME Investment Partnership Program Fund (Sch. 9),2021-22 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,49,49
43,Housing,4349,Technology Support,100,General Fund,561,HOME Investment Partnership Program Fund (Sch. 9),Deletion of Funding for Resolution Authorities,2-Deletion of One-Time Services,001010,Salaries General,BB,-40388,-40388
43,Housing,4349,Technology Support,100,General Fund,561,HOME Investment Partnership Program Fund (Sch. 9),Full Funding for Partially Financed Positions,1-Obligatory Changes,001010,Salaries General,BB,11866,11866
43,Housing,4349,Technology Support,100,General Fund,561,HOME Investment Partnership Program Fund (Sch. 9),Salary Step and Turnover Effect,1-Obligatory Changes,001010,Salaries General,BB,-431,-431
43,Housing,4349,Technology Support,100,General Fund,561,HOME Investment Partnership Program Fund (Sch. 9),Technology Support,3-Continuation of Services,001010,Salaries General,01,37341,37341
43,Housing,4349,Technology Support,100,General Fund,569,Housing Opportunities for Persons with AIDS Fund (Sch. 41),2020-21 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,-28,-28
43,Housing,4349,Technology Support,100,General Fund,569,Housing Opportunities for Persons with AIDS Fund (Sch. 41),2021-22 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,2,2
43,Housing,4349,Technology Support,100,General Fund,569,Housing Opportunities for Persons with AIDS Fund (Sch. 41),Deletion of Funding for Resolution Authorities,2-Deletion of One-Time Services,001010,Salaries General,BB,-1623,-1623
43,Housing,4349,Technology Support,100,General Fund,569,Housing Opportunities for Persons with AIDS Fund (Sch. 41),Full Funding for Partially Financed Positions,1-Obligatory Changes,001010,Salaries General,BB,558,558
43,Housing,4349,Technology Support,100,General Fund,569,Housing Opportunities for Persons with AIDS Fund (Sch. 41),Salary Step and Turnover Effect,1-Obligatory Changes,001010,Salaries General,BB,-23,-23
43,Housing,4349,Technology Support,100,General Fund,569,Housing Opportunities for Persons with AIDS Fund (Sch. 41),Technology Support,3-Continuation of Services,001010,Salaries General,01,2388,2388
43,Housing,4349,Technology Support,100,General Fund,56V,Foreclosure Registry Program Fund (Sch. 29),2020-21 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,-141,-141
43,Housing,4349,Technology Support,100,General Fund,56V,Foreclosure Registry Program Fund (Sch. 29),2021-22 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,12,12
43,Housing,4349,Technology Support,100,General Fund,56V,Foreclosure Registry Program Fund (Sch. 29),Deletion of Funding for Resolution Authorities,2-Deletion of One-Time Services,001010,Salaries General,BB,-134574,-134574
43,Housing,4349,Technology Support,100,General Fund,56V,Foreclosure Registry Program Fund (Sch. 29),Full Funding for Partially Financed Positions,1-Obligatory Changes,001010,Salaries General,BB,15404,15404
43,Housing,4349,Technology Support,100,General Fund,56V,Foreclosure Registry Program Fund (Sch. 29),Salary Step and Turnover Effect,1-Obligatory Changes,001010,Salaries General,BB,-109,-109
43,Housing,4349,Technology Support,100,General Fund,56V,Foreclosure Registry Program Fund (Sch. 29),Technology Support,3-Continuation of Services,001010,Salaries General,01,139994,139994
43,Housing,4349,Technology Support,100,General Fund,59T,Housing Impact Trust Fund (Sch. 29),Deletion of Funding for Resolution Authorities,2-Deletion of One-Time Services,001010,Salaries General,BB,-1558,-1558
43,Housing,4349,Technology Support,100,General Fund,59T,Housing Impact Trust Fund (Sch. 29),Full Funding for Partially Financed Positions,1-Obligatory Changes,001010,Salaries General,BB,155,155
43,Housing,4349,Technology Support,100,General Fund,59T,Housing Impact Trust Fund (Sch. 29),Technology Support,3-Continuation of Services,001010,Salaries General,01,1857,1857
43,Housing,4349,Technology Support,100,General Fund,815,Municipal Housing Finance Fund (Sch. 48),2020-21 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,-442,-442
43,Housing,4349,Technology Support,100,General Fund,815,Municipal Housing Finance Fund (Sch. 48),2021-22 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,39,39
43,Housing,4349,Technology Support,100,General Fund,815,Municipal Housing Finance Fund (Sch. 48),Deletion of Funding for Resolution Authorities,2-Deletion of One-Time Services,001010,Salaries General,BB,-37271,-37271
43,Housing,4349,Technology Support,100,General Fund,815,Municipal Housing Finance Fund (Sch. 48),Full Funding for Partially Financed Positions,1-Obligatory Changes,001010,Salaries General,BB,9951,9951
43,Housing,4349,Technology Support,100,General Fund,815,Municipal Housing Finance Fund (Sch. 48),Salary Step and Turnover Effect,1-Obligatory Changes,001010,Salaries General,BB,-343,-343
43,Housing,4349,Technology Support,100,General Fund,815,Municipal Housing Finance Fund (Sch. 48),Technology Support,3-Continuation of Services,001010,Salaries General,01,34157,34157
43,Housing,4350,General Administration and Support,100,General Fund,100,General Fund,2020-21 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,-2790,-2790
43,Housing,4350,General Administration and Support,100,General Fund,100,General Fund,2021-22 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,309,309
43,Housing,4350,General Administration and Support,100,General Fund,100,General Fund,Accounting,3-Continuation of Services,001010,Salaries General,01,80645,80645
43,Housing,4350,General Administration and Support,100,General Fund,100,General Fund,Administrative Services,3-Continuation of Services,001010,Salaries General,01,12708,12708
43,Housing,4350,General Administration and Support,100,General Fund,100,General Fund,Affordable Housing and Sustainable Communities,3-Continuation of Services,001010,Salaries General,01,97270,97270
43,Housing,4350,General Administration and Support,100,General Fund,100,General Fund,Deletion of Funding for Resolution Authorities,2-Deletion of One-Time Services,001010,Salaries General,BB,-283283,-283283
43,Housing,4350,General Administration and Support,100,General Fund,100,General Fund,Executive Management,3-Continuation of Services,001010,Salaries General,01,60798,129587
43,Housing,4350,General Administration and Support,100,General Fund,100,General Fund,Full Funding for Partially Financed Positions,1-Obligatory Changes,001010,Salaries General,BB,112504,112504
43,Housing,4350,General Administration and Support,100,General Fund,100,General Fund,"Policy, Planning, and Performance",6-New Services,001010,Salaries General,01,8006,8006
43,Housing,4350,General Administration and Support,100,General Fund,100,General Fund,Salary Step and Turnover Effect,1-Obligatory Changes,001010,Salaries General,BB,2817,2817
43,Housing,4350,General Administration and Support,100,General Fund,100,General Fund,Separation Incentive Program,12-Separation Incentive Program,001010,Salaries General,BB,-27096,-27096
43,Housing,4350,General Administration and Support,100,General Fund,100,General Fund,Separation Incentive Program Cash Payment,12-Separation Incentive Program,001010,Salaries General,01,15039,15039
43,Housing,4350,General Administration and Support,100,General Fund,100,General Fund,Transfer of Community Investment Programs,9-Transfer of Services,001010,Salaries General,BB,-19396,-19396
43,Housing,4350,General Administration and Support,100,General Fund,10D,Accessible Housing Fund (Sch. 38),2020-21 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,-2221,-2221
43,Housing,4350,General Administration and Support,100,General Fund,10D,Accessible Housing Fund (Sch. 38),2021-22 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,236,236
43,Housing,4350,General Administration and Support,100,General Fund,10D,Accessible Housing Fund (Sch. 38),Accounting,3-Continuation of Services,001010,Salaries General,01,17268,17268
43,Housing,4350,General Administration and Support,100,General Fund,10D,Accessible Housing Fund (Sch. 38),Administrative Services,3-Continuation of Services,001010,Salaries General,01,22471,22471
43,Housing,4350,General Administration and Support,100,General Fund,10D,Accessible Housing Fund (Sch. 38),Deletion of Funding for Resolution Authorities,2-Deletion of One-Time Services,001010,Salaries General,BB,-61187,-61187
43,Housing,4350,General Administration and Support,100,General Fund,10D,Accessible Housing Fund (Sch. 38),Executive Management,3-Continuation of Services,001010,Salaries General,01,69661,69661
43,Housing,4350,General Administration and Support,100,General Fund,10D,Accessible Housing Fund (Sch. 38),Full Funding for Partially Financed Positions,1-Obligatory Changes,001010,Salaries General,BB,37399,37399
43,Housing,4350,General Administration and Support,100,General Fund,10D,Accessible Housing Fund (Sch. 38),"Policy, Planning, and Performance",6-New Services,001010,Salaries General,01,7836,7836
43,Housing,4350,General Administration and Support,100,General Fund,10D,Accessible Housing Fund (Sch. 38),Salary Step and Turnover Effect,1-Obligatory Changes,001010,Salaries General,BB,-12,-12
43,Housing,4350,General Administration and Support,100,General Fund,10D,Accessible Housing Fund (Sch. 38),Separation Incentive Program,12-Separation Incentive Program,001010,Salaries General,BB,-22245,-22245
43,Housing,4350,General Administration and Support,100,General Fund,10D,Accessible Housing Fund (Sch. 38),Separation Incentive Program Cash Payment,12-Separation Incentive Program,001010,Salaries General,01,9837,9837
43,Housing,4350,General Administration and Support,100,General Fund,240,Housing Production Revolving Fund (Sch. 29),2020-21 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,-991,-991
43,Housing,4350,General Administration and Support,100,General Fund,240,Housing Production Revolving Fund (Sch. 29),2021-22 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,104,104
43,Housing,4350,General Administration and Support,100,General Fund,240,Housing Production Revolving Fund (Sch. 29),Accounting,3-Continuation of Services,001010,Salaries General,01,10884,10884
43,Housing,4350,General Administration and Support,100,General Fund,240,Housing Production Revolving Fund (Sch. 29),Administrative Services,3-Continuation of Services,001010,Salaries General,01,1154,1154
