Dept Code,Dept Name,Org Level 5 Code,Org Level 5 Name,Prog Code,Prog Name,Fund Code,Source Fund Code,Source Fund Name,Account Code,Account Name,2020-21 Adopted Budget,2021-22 Proposed Budget,2021-22 Adopted
47,Neighborhood Empowerment,47LVL5,Neighborhood Empowerment,4703,Planning and Policy,100,44B,Department of Neighborhood Empowerment Fund (Sch. 18),POSSG,Civilian Regular Authority Positions,5,5,5
47,Neighborhood Empowerment,47LVL5,Neighborhood Empowerment,4704,Neighborhood Council Administrative Support,100,100,General Fund,POSAN,As Needed Positions,7,7,7
47,Neighborhood Empowerment,47LVL5,Neighborhood Empowerment,4704,Neighborhood Council Administrative Support,100,44B,Department of Neighborhood Empowerment Fund (Sch. 18),POSSG,Civilian Regular Authority Positions,6,6,6
47,Neighborhood Empowerment,47LVL5,Neighborhood Empowerment,4705,Office of Community Engagement and Innovation,100,44B,Department of Neighborhood Empowerment Fund (Sch. 18),RESSG,Civilian Resolution Authority Positions,2,2,2
47,Neighborhood Empowerment,47LVL5,Neighborhood Empowerment,4750,General Administration and Support,100,100,General Fund,POSAN,As Needed Positions,3,3,3
47,Neighborhood Empowerment,47LVL5,Neighborhood Empowerment,4750,General Administration and Support,100,44B,Department of Neighborhood Empowerment Fund (Sch. 18),POSSG,Civilian Regular Authority Positions,10,10,10
47,Neighborhood Empowerment,47LVL5,Neighborhood Empowerment,4750,General Administration and Support,100,44B,Department of Neighborhood Empowerment Fund (Sch. 18),RESSG,Civilian Resolution Authority Positions,1,1,1
48,Convention and Tourism Development,48LVL5,Convention and Tourism Development,4803,Convention and Tourism Development,100,100,General Fund,POSAN,As Needed Positions,7,7,7
48,Convention and Tourism Development,48LVL5,Convention and Tourism Development,4803,Convention and Tourism Development,100,100,General Fund,POSCOMM,Commissioner Positions,5,5,5
48,Convention and Tourism Development,48LVL5,Convention and Tourism Development,4803,Convention and Tourism Development,100,429,Los Angeles Convention & Visitors Bureau Trust Fund (Sch. 1),POSSG,Civilian Regular Authority Positions,1.88,2.08,2.08
48,Convention and Tourism Development,48LVL5,Convention and Tourism Development,4803,Convention and Tourism Development,100,725,Convention Center Revenue Fund (Sch. 16),POSSG,Civilian Regular Authority Positions,11.12,9.92,9.92
65,Disability,65LVL5,Disability,6501,ADA Compliance,100,100,General Fund,POSCOMM,Commissioner Positions,9,9,9
65,Disability,65LVL5,Disability,6501,ADA Compliance,100,100,General Fund,POSSG,Civilian Regular Authority Positions,7.5,8.25,10.25
65,Disability,65LVL5,Disability,6501,ADA Compliance,100,100,General Fund,RESSG,Civilian Resolution Authority Positions,2,,
65,Disability,65LVL5,Disability,6501,ADA Compliance,100,57F,Sidewalk Repair Fund (Sch. 51),POSSG,Civilian Regular Authority Positions,0.5,0.75,0.75
65,Disability,65LVL5,Disability,6503,Community Affairs and Outreach,100,100,General Fund,POSAN,As Needed Positions,1,1,1
65,Disability,65LVL5,Disability,6503,Community Affairs and Outreach,100,100,General Fund,POSSG,Civilian Regular Authority Positions,5,4,4
65,Disability,65LVL5,Disability,6503,Community Affairs and Outreach,100,100,General Fund,RESSG,Civilian Resolution Authority Positions,1,1,2
65,Disability,65LVL5,Disability,6504,AIDS Coordinator's Office,100,100,General Fund,POSSG,Civilian Regular Authority Positions,5,5,5
65,Disability,65LVL5,Disability,6550,General Administration and Support,100,100,General Fund,POSSG,Civilian Regular Authority Positions,7,7,7
65,Disability,65LVL5,Disability,6550,General Administration and Support,100,100,General Fund,RESSG,Civilian Resolution Authority Positions,1,1,1
66,Personnel,66LVL5,Personnel,6601,Public Safety Employment,100,100,General Fund,POSAN,As Needed Positions,29,29,29
66,Personnel,66LVL5,Personnel,6601,Public Safety Employment,100,100,General Fund,POSCOMM,Commissioner Positions,5,5,5
66,Personnel,66LVL5,Personnel,6601,Public Safety Employment,100,100,General Fund,POSSG,Civilian Regular Authority Positions,102,87,87
66,Personnel,66LVL5,Personnel,6601,Public Safety Employment,100,100,General Fund,RESSG,Civilian Resolution Authority Positions,,,5
66,Personnel,66LVL5,Personnel,6602,Employee Selection,100,100,General Fund,POSSG,Civilian Regular Authority Positions,67,54,54
66,Personnel,66LVL5,Personnel,6602,Employee Selection,100,100,General Fund,RESSG,Civilian Resolution Authority Positions,22,22,37
66,Personnel,66LVL5,Personnel,6602,Employee Selection,100,48R,Building and Safety Building Permit Fund (Sch. 40),POSSG,Civilian Regular Authority Positions,2,2,2
66,Personnel,66LVL5,Personnel,6602,Employee Selection,100,760,Sewer Operations & Maintenance Fund (Sch. 14),POSSG,Civilian Regular Authority Positions,2,2,2
66,Personnel,66LVL5,Personnel,6603,Workers' Compensation and Safety,100,100,General Fund,POSSG,Civilian Regular Authority Positions,98,83,83
66,Personnel,66LVL5,Personnel,6603,Workers' Compensation and Safety,100,100,General Fund,RESSG,Civilian Resolution Authority Positions,2,2,2
66,Personnel,66LVL5,Personnel,6604,Employee Benefits,100,100,General Fund,POSSG,Civilian Regular Authority Positions,22.65,16.65,16.65
66,Personnel,66LVL5,Personnel,6604,Employee Benefits,100,100,General Fund,RESSG,Civilian Resolution Authority Positions,1,1,1
66,Personnel,66LVL5,Personnel,6604,Employee Benefits,100,528,Mobile Source Air Pollution Reduction Fund (Sch. 10),POSSG,Civilian Regular Authority Positions,6.35,6.35,6.35
66,Personnel,66LVL5,Personnel,6604,Employee Benefits,100,896,Deferred Compensation Plan Trust Fund (Sch. 29),POSSG,Civilian Regular Authority Positions,,4,4
66,Personnel,66LVL5,Personnel,6604,Employee Benefits,100,896,Deferred Compensation Plan Trust Fund (Sch. 29),RESSG,Civilian Resolution Authority Positions,,1,1
66,Personnel,66LVL5,Personnel,6605,Occupational Health,100,100,General Fund,POSSG,Civilian Regular Authority Positions,28,26,26
66,Personnel,66LVL5,Personnel,6605,Occupational Health,100,100,General Fund,RESSG,Civilian Resolution Authority Positions,3,3,3
66,Personnel,66LVL5,Personnel,6605,Occupational Health,100,760,Sewer Operations & Maintenance Fund (Sch. 14),POSSG,Civilian Regular Authority Positions,1,1,1
66,Personnel,66LVL5,Personnel,6606,Custody Medical Care,100,100,General Fund,POSAN,As Needed Positions,1,1,1
66,Personnel,66LVL5,Personnel,6606,Custody Medical Care,100,100,General Fund,POSSG,Civilian Regular Authority Positions,38,38,38
66,Personnel,66LVL5,Personnel,6607,Office of Workplace Equity,100,100,General Fund,POSSG,Civilian Regular Authority Positions,22,22,22
66,Personnel,66LVL5,Personnel,6607,Office of Workplace Equity,100,100,General Fund,RESSG,Civilian Resolution Authority Positions,1,4,7
66,Personnel,66LVL5,Personnel,6608,Employee Training and Development,100,100,General Fund,POSSG,Civilian Regular Authority Positions,4,4,4
66,Personnel,66LVL5,Personnel,6608,Employee Training and Development,100,100,General Fund,RESSG,Civilian Resolution Authority Positions,1,1,1
66,Personnel,66LVL5,Personnel,6609,Client Services,100,100,General Fund,POSSG,Civilian Regular Authority Positions,58.15,50.15,50.15
66,Personnel,66LVL5,Personnel,6609,Client Services,100,100,General Fund,RESSG,Civilian Resolution Authority Positions,17,18,18
66,Personnel,66LVL5,Personnel,6609,Client Services,100,347,Street Lighting Maintenance Assessment Fund (Sch. 19),POSSG,Civilian Regular Authority Positions,1.37,1.37,1.37
66,Personnel,66LVL5,Personnel,6609,Client Services,100,347,Street Lighting Maintenance Assessment Fund (Sch. 19),RESSG,Civilian Resolution Authority Positions,1,,
66,Personnel,66LVL5,Personnel,6609,Client Services,100,385,Proposition A Local Transit Assistance Fund (Sch. 26),RESSG,Civilian Resolution Authority Positions,1,1,1
66,Personnel,66LVL5,Personnel,6609,Client Services,100,41A,Street Damage Restoration Fee Fund (Sch. 47),RESSG,Civilian Resolution Authority Positions,2.5,2.5,2.5
66,Personnel,66LVL5,Personnel,6609,Client Services,100,41M,Systematic Code Enforcement Fee Fund (Sch. 42),POSSG,Civilian Regular Authority Positions,3.79,0.97,0.97
66,Personnel,66LVL5,Personnel,6609,Client Services,100,41M,Systematic Code Enforcement Fee Fund (Sch. 42),RESSG,Civilian Resolution Authority Positions,4.2,0.97,0.97
66,Personnel,66LVL5,Personnel,6609,Client Services,100,424,Community Development Trust Fund (Sch. 8),POSSG,Civilian Regular Authority Positions,0.53,0.97,0.97
66,Personnel,66LVL5,Personnel,6609,Client Services,100,424,Community Development Trust Fund (Sch. 8),RESSG,Civilian Resolution Authority Positions,0.7,0.97,0.97
66,Personnel,66LVL5,Personnel,6609,Client Services,100,440,Rent Stabilization Trust Fund (Sch. 23),POSSG,Civilian Regular Authority Positions,1.5,1.05,1.045
66,Personnel,66LVL5,Personnel,6609,Client Services,100,440,Rent Stabilization Trust Fund (Sch. 23),RESSG,Civilian Resolution Authority Positions,1.1,1.05,1.045
66,Personnel,66LVL5,Personnel,6609,Client Services,100,480,Arts and Cultural Facilities & Services Fund (Sch. 24),RESSG,Civilian Resolution Authority Positions,1,1,1
66,Personnel,66LVL5,Personnel,6609,Client Services,100,48R,Building and Safety Building Permit Fund (Sch. 40),POSSG,Civilian Regular Authority Positions,10.59,9.59,9.59
66,Personnel,66LVL5,Personnel,6609,Client Services,100,508,Solid Waste Resources Revenue Fund (Sch. 2),POSSG,Civilian Regular Authority Positions,6.71,7.48,7.48
66,Personnel,66LVL5,Personnel,6609,Client Services,100,508,Solid Waste Resources Revenue Fund (Sch. 2),RESSG,Civilian Resolution Authority Positions,1.41,,
66,Personnel,66LVL5,Personnel,6609,Client Services,100,511,Stormwater Pollution Abatement Fund (Sch. 7),POSSG,Civilian Regular Authority Positions,0.32,0.43,0.43
66,Personnel,66LVL5,Personnel,6609,Client Services,100,511,Stormwater Pollution Abatement Fund (Sch. 7),RESSG,Civilian Resolution Authority Positions,0.15,,
66,Personnel,66LVL5,Personnel,6609,Client Services,100,51Q,Measure R Local Return Fund (Sch. 49),RESSG,Civilian Resolution Authority Positions,1,1,1
66,Personnel,66LVL5,Personnel,6609,Client Services,100,540,Proposition C Anti-Gridlock Transit Fund (Sch. 27),RESSG,Civilian Resolution Authority Positions,3.5,3.5,3.5
66,Personnel,66LVL5,Personnel,6609,Client Services,100,561,HOME Investment Partnership Program Fund (Sch. 9),POSSG,Civilian Regular Authority Positions,0.18,0.97,0.97
66,Personnel,66LVL5,Personnel,6609,Client Services,100,561,HOME Investment Partnership Program Fund (Sch. 9),RESSG,Civilian Resolution Authority Positions,,0.97,0.97
66,Personnel,66LVL5,Personnel,6609,Client Services,100,57W,Workforce Innovation and Opportunity Act Fund (Sch. 22),POSSG,Civilian Regular Authority Positions,3.97,3.97,3.97
66,Personnel,66LVL5,Personnel,6609,Client Services,100,59C,Measure M Local Return Fund (Sch. 52),RESSG,Civilian Resolution Authority Positions,1,1,1
66,Personnel,66LVL5,Personnel,6609,Client Services,100,60E,Cannabis Regulation Special Revenue Fund (Sch. 33),RESSG,Civilian Resolution Authority Positions,2,4,4
66,Personnel,66LVL5,Personnel,6609,Client Services,100,760,Sewer Operations & Maintenance Fund (Sch. 14),POSSG,Civilian Regular Authority Positions,13.14,12.26,12.26
66,Personnel,66LVL5,Personnel,6609,Client Services,100,760,Sewer Operations & Maintenance Fund (Sch. 14),RESSG,Civilian Resolution Authority Positions,1.44,,
66,Personnel,66LVL5,Personnel,6609,Client Services,100,761,Sewer Capital Fund (Sch. 14),POSSG,Civilian Regular Authority Positions,4.75,4.75,4.75
66,Personnel,66LVL5,Personnel,6609,Client Services,100,815,Municipal Housing Finance Fund (Sch. 48),POSSG,Civilian Regular Authority Positions,,1.05,1.045
66,Personnel,66LVL5,Personnel,6609,Client Services,100,815,Municipal Housing Finance Fund (Sch. 48),RESSG,Civilian Resolution Authority Positions,,1.05,1.045
66,Personnel,66LVL5,Personnel,6649,Technology Support,100,100,General Fund,POSSG,Civilian Regular Authority Positions,11,11,11
66,Personnel,66LVL5,Personnel,6650,General Administration and Support,100,100,General Fund,POSAN,As Needed Positions,1,1,1
66,Personnel,66LVL5,Personnel,6650,General Administration and Support,100,100,General Fund,POSSG,Civilian Regular Authority Positions,16,14,14
68,City Planning,68LVL5,City Planning,6801,Citywide Planning,100,100,General Fund,POSAN,As Needed Positions,5,5,5
68,City Planning,68LVL5,City Planning,6801,Citywide Planning,100,100,General Fund,POSCOMM,Commissioner Positions,49,49,49
68,City Planning,68LVL5,City Planning,6801,Citywide Planning,100,100,General Fund,POSSG,Civilian Regular Authority Positions,11,11,11
68,City Planning,68LVL5,City Planning,6801,Citywide Planning,100,100,General Fund,RESSG,Civilian Resolution Authority Positions,9,9,10
68,City Planning,68LVL5,City Planning,6801,Citywide Planning,100,52D,Planning Case Processing Fund (Sch. 35),RESSG,Civilian Resolution Authority Positions,1,1,1
68,City Planning,68LVL5,City Planning,6801,Citywide Planning,100,52F,Planning Long-Range Planning Fund (Sch. 29),POSSG,Civilian Regular Authority Positions,10,10,10
68,City Planning,68LVL5,City Planning,6801,Citywide Planning,100,52F,Planning Long-Range Planning Fund (Sch. 29),RESSG,Civilian Resolution Authority Positions,6,6,6
68,City Planning,68LVL5,City Planning,6802,Community Planning,100,100,General Fund,POSSG,Civilian Regular Authority Positions,12.8,12.8,12.8
68,City Planning,68LVL5,City Planning,6802,Community Planning,100,100,General Fund,RESSG,Civilian Resolution Authority Positions,,,0
68,City Planning,68LVL5,City Planning,6802,Community Planning,100,52D,Planning Case Processing Fund (Sch. 35),POSSG,Civilian Regular Authority Positions,0.3,0.3,0.3
68,City Planning,68LVL5,City Planning,6802,Community Planning,100,52F,Planning Long-Range Planning Fund (Sch. 29),POSSG,Civilian Regular Authority Positions,21.9,20.9,20.9
68,City Planning,68LVL5,City Planning,6802,Community Planning,100,52F,Planning Long-Range Planning Fund (Sch. 29),RESSG,Civilian Resolution Authority Positions,20,19,19
68,City Planning,68LVL5,City Planning,6802,Community Planning,100,588,City Planning System Development Fund (Sch. 29),POSSG,Civilian Regular Authority Positions,2,2,2
68,City Planning,68LVL5,City Planning,6803,Historic Resources,100,100,General Fund,POSSG,Civilian Regular Authority Positions,15.8,15.8,15.8
68,City Planning,68LVL5,City Planning,6803,Historic Resources,100,52D,Planning Case Processing Fund (Sch. 35),POSSG,Civilian Regular Authority Positions,1.2,1.2,1.2
68,City Planning,68LVL5,City Planning,6804,Development Services,100,100,General Fund,POSAN,As Needed Positions,9,9,9
68,City Planning,68LVL5,City Planning,6804,Development Services,100,100,General Fund,RESSG,Civilian Resolution Authority Positions,4,2,10
68,City Planning,68LVL5,City Planning,6804,Development Services,100,48R,Building and Safety Building Permit Fund (Sch. 40),POSSG,Civilian Regular Authority Positions,14,14,14
68,City Planning,68LVL5,City Planning,6804,Development Services,100,52D,Planning Case Processing Fund (Sch. 35),POSSG,Civilian Regular Authority Positions,61,57,57
68,City Planning,68LVL5,City Planning,6804,Development Services,100,52D,Planning Case Processing Fund (Sch. 35),RESSG,Civilian Resolution Authority Positions,9,5,5
68,City Planning,68LVL5,City Planning,6804,Development Services,100,62N,Short-term Rental Enforcement Trust Fund (Sch. 29),RESSG,Civilian Resolution Authority Positions,7,10,10
68,City Planning,68LVL5,City Planning,6805,Neighborhood Initiatives and Transit Oriented Planning,100,100,General Fund,POSSG,Civilian Regular Authority Positions,9.5,9,9
68,City Planning,68LVL5,City Planning,6805,Neighborhood Initiatives and Transit Oriented Planning,100,100,General Fund,RESSG,Civilian Resolution Authority Positions,16,15,24
68,City Planning,68LVL5,City Planning,6805,Neighborhood Initiatives and Transit Oriented Planning,100,52F,Planning Long-Range Planning Fund (Sch. 29),POSSG,Civilian Regular Authority Positions,2.5,2,2
68,City Planning,68LVL5,City Planning,6806,Geographic Project Planning,100,100,General Fund,RESSG,Civilian Resolution Authority Positions,,,9
68,City Planning,68LVL5,City Planning,6806,Geographic Project Planning,100,52D,Planning Case Processing Fund (Sch. 35),POSSG,Civilian Regular Authority Positions,91,85,85
68,City Planning,68LVL5,City Planning,6806,Geographic Project Planning,100,59H,Warner Center Mobility Trust Fund (Sch. 29),POSSG,Civilian Regular Authority Positions,1,1,1
68,City Planning,68LVL5,City Planning,6807,Major Projects and Project Plan Support,100,52D,Planning Case Processing Fund (Sch. 35),POSSG,Civilian Regular Authority Positions,53,52,52
68,City Planning,68LVL5,City Planning,6807,Major Projects and Project Plan Support,100,52D,Planning Case Processing Fund (Sch. 35),RESSG,Civilian Resolution Authority Positions,4,1,1
68,City Planning,68LVL5,City Planning,6849,Technology Support,100,100,General Fund,POSSG,Civilian Regular Authority Positions,7.2,7.1,7.1
68,City Planning,68LVL5,City Planning,6849,Technology Support,100,52D,Planning Case Processing Fund (Sch. 35),POSSG,Civilian Regular Authority Positions,12.8,10.4,10.4
68,City Planning,68LVL5,City Planning,6849,Technology Support,100,52F,Planning Long-Range Planning Fund (Sch. 29),POSSG,Civilian Regular Authority Positions,4.8,4.5,4.5
68,City Planning,68LVL5,City Planning,6849,Technology Support,100,588,City Planning System Development Fund (Sch. 29),POSSG,Civilian Regular Authority Positions,35.2,34,34
68,City Planning,68LVL5,City Planning,6849,Technology Support,100,588,City Planning System Development Fund (Sch. 29),RESSG,Civilian Resolution Authority Positions,1,,
68,City Planning,68LVL5,City Planning,6850,General Administration and Support,100,100,General Fund,POSSG,Civilian Regular Authority Positions,14.4,14.9,14.9
68,City Planning,68LVL5,City Planning,6850,General Administration and Support,100,100,General Fund,RESSG,Civilian Resolution Authority Positions,1.55,1.25,1.25
68,City Planning,68LVL5,City Planning,6850,General Administration and Support,100,52D,Planning Case Processing Fund (Sch. 35),POSSG,Civilian Regular Authority Positions,23.4,23.4,23.4
68,City Planning,68LVL5,City Planning,6850,General Administration and Support,100,52D,Planning Case Processing Fund (Sch. 35),RESSG,Civilian Resolution Authority Positions,0.7,0.3,0.3
68,City Planning,68LVL5,City Planning,6850,General Administration and Support,100,52F,Planning Long-Range Planning Fund (Sch. 29),POSSG,Civilian Regular Authority Positions,8.2,9.7,9.7
68,City Planning,68LVL5,City Planning,6850,General Administration and Support,100,52F,Planning Long-Range Planning Fund (Sch. 29),RESSG,Civilian Resolution Authority Positions,0.55,0.25,0.25
68,City Planning,68LVL5,City Planning,6850,General Administration and Support,100,588,City Planning System Development Fund (Sch. 29),RESSG,Civilian Resolution Authority Positions,0.2,0.2,0.2
68,City Planning,68LVL5,City Planning,6850,General Administration and Support,100,59H,Warner Center Mobility Trust Fund (Sch. 29),POSSG,Civilian Regular Authority Positions,1,1,1
70,Police,70LVL5,Police,7001,Field Forces,100,100,General Fund,POSAN,As Needed Positions,7,7,7
70,Police,70LVL5,Police,7001,Field Forces,100,100,General Fund,POSCOMM,Commissioner Positions,12,12,12
70,Police,70LVL5,Police,7001,Field Forces,100,100,General Fund,POSSG,Civilian Regular Authority Positions,385,336,336
70,Police,70LVL5,Police,7001,Field Forces,100,100,General Fund,POSSW,Sworn Regular Authority Positions,6431,6431,6431
70,Police,70LVL5,Police,7001,Field Forces,100,100,General Fund,RESSG,Civilian Resolution Authority Positions,,,18
70,Police,70LVL5,Police,7001,Field Forces,100,574,Local Public Safety Fund (Sch. 17),POSSW,Sworn Regular Authority Positions,400,400,400
70,Police,70LVL5,Police,7003,Specialized Investigation,100,100,General Fund,POSAN,As Needed Positions,3,3,3
70,Police,70LVL5,Police,7003,Specialized Investigation,100,100,General Fund,POSSG,Civilian Regular Authority Positions,494,465,465
70,Police,70LVL5,Police,7003,Specialized Investigation,100,100,General Fund,POSSW,Sworn Regular Authority Positions,1241,1241,1241
70,Police,70LVL5,Police,7003,Specialized Investigation,100,100,General Fund,RESSG,Civilian Resolution Authority Positions,,,9
70,Police,70LVL5,Police,7003,Specialized Investigation,100,100,General Fund,RESSW,Sworn Resolution Authority Positions,20,20,20
70,Police,70LVL5,Police,7004,Custody of Persons and Property,100,100,General Fund,POSSG,Civilian Regular Authority Positions,559,545,545
70,Police,70LVL5,Police,7004,Custody of Persons and Property,100,100,General Fund,POSSW,Sworn Regular Authority Positions,121,121,121
70,Police,70LVL5,Police,7004,Custody of Persons and Property,100,100,General Fund,RESSG,Civilian Resolution Authority Positions,,,13
70,Police,70LVL5,Police,7005,Traffic Control,100,100,General Fund,POSSG,Civilian Regular Authority Positions,20,16,16
70,Police,70LVL5,Police,7005,Traffic Control,100,100,General Fund,POSSW,Sworn Regular Authority Positions,679,679,679
70,Police,70LVL5,Police,7005,Traffic Control,100,100,General Fund,RESSG,Civilian Resolution Authority Positions,,,1
70,Police,70LVL5,Police,7006,Specialized Enforcement and Protection,100,100,General Fund,POSSG,Civilian Regular Authority Positions,155,132,132
70,Police,70LVL5,Police,7006,Specialized Enforcement and Protection,100,100,General Fund,POSSW,Sworn Regular Authority Positions,550,550,550
70,Police,70LVL5,Police,7006,Specialized Enforcement and Protection,100,100,General Fund,RESSG,Civilian Resolution Authority Positions,26,26,56
70,Police,70LVL5,Police,7006,Specialized Enforcement and Protection,100,100,General Fund,RESSW,Sworn Resolution Authority Positions,104,104,104
70,Police,70LVL5,Police,7006,Specialized Enforcement and Protection,100,760,Sewer Operations & Maintenance Fund (Sch. 14),POSSG,Civilian Regular Authority Positions,22,21,21
70,Police,70LVL5,Police,7006,Specialized Enforcement and Protection,100,760,Sewer Operations & Maintenance Fund (Sch. 14),POSSW,Sworn Regular Authority Positions,1,1,1
70,Police,70LVL5,Police,7047,Personnel Training and Support,100,100,General Fund,POSAN,As Needed Positions,2,2,2
70,Police,70LVL5,Police,7047,Personnel Training and Support,100,100,General Fund,POSSG,Civilian Regular Authority Positions,286,264,264
70,Police,70LVL5,Police,7047,Personnel Training and Support,100,100,General Fund,POSSW,Sworn Regular Authority Positions,504,504,504
70,Police,70LVL5,Police,7048,Departmental Support,100,100,General Fund,POSSG,Civilian Regular Authority Positions,1099,1023,1023
70,Police,70LVL5,Police,7048,Departmental Support,100,100,General Fund,POSSW,Sworn Regular Authority Positions,42,42,42
70,Police,70LVL5,Police,7048,Departmental Support,100,100,General Fund,RESSG,Civilian Resolution Authority Positions,,,33
70,Police,70LVL5,Police,7049,Technology Support,100,100,General Fund,POSAN,As Needed Positions,1,1,1
70,Police,70LVL5,Police,7049,Technology Support,100,100,General Fund,POSSG,Civilian Regular Authority Positions,187,163,163
70,Police,70LVL5,Police,7049,Technology Support,100,100,General Fund,POSSW,Sworn Regular Authority Positions,36,36,36
70,Police,70LVL5,Police,7049,Technology Support,100,100,General Fund,RESSG,Civilian Resolution Authority Positions,,,1
70,Police,70LVL5,Police,7050,General Administration and Support,100,100,General Fund,POSSG,Civilian Regular Authority Positions,106,96,96
70,Police,70LVL5,Police,7050,General Administration and Support,100,100,General Fund,POSSW,Sworn Regular Authority Positions,144,147,147
70,Police,70LVL5,Police,7050,General Administration and Support,100,100,General Fund,RESSG,Civilian Resolution Authority Positions,,,0
70,Police,70LVL5,Police,7050,General Administration and Support,100,100,General Fund,RESSW,Sworn Resolution Authority Positions,25,,
70,Police,70LVL5,Police,7051,Internal Integrity and Standards Enforcement,100,100,General Fund,POSSG,Civilian Regular Authority Positions,138,126,126
70,Police,70LVL5,Police,7051,Internal Integrity and Standards Enforcement,100,100,General Fund,POSSW,Sworn Regular Authority Positions,405,405,405
74,Board of Public Works,74LVL5,Board of Public Works,7401,Office of Community Beautification,100,100,General Fund,POSSG,Civilian Regular Authority Positions,9,8,8
74,Board of Public Works,74LVL5,Board of Public Works,7401,Office of Community Beautification,100,100,General Fund,RESSG,Civilian Resolution Authority Positions,,1,1
74,Board of Public Works,74LVL5,Board of Public Works,7402,Project Restore,100,100,General Fund,POSSG,Civilian Regular Authority Positions,1,1,1
74,Board of Public Works,74LVL5,Board of Public Works,7403,Public Works Accounting,100,100,General Fund,POSSG,Civilian Regular Authority Positions,22.5,18.7,18.122
74,Board of Public Works,74LVL5,Board of Public Works,7403,Public Works Accounting,100,100,General Fund,RESSG,Civilian Resolution Authority Positions,3,3,6
74,Board of Public Works,74LVL5,Board of Public Works,7403,Public Works Accounting,100,206,Special Gas Tax Improvement Fund (Sch. 5),POSSG,Civilian Regular Authority Positions,4,4,4
74,Board of Public Works,74LVL5,Board of Public Works,7403,Public Works Accounting,100,347,Street Lighting Maintenance Assessment Fund (Sch. 19),POSSG,Civilian Regular Authority Positions,1.43,0.43,0.4
74,Board of Public Works,74LVL5,Board of Public Works,7403,Public Works Accounting,100,46D,Citywide Recycling Trust Fund (Sch. 32),POSSG,Civilian Regular Authority Positions,1,1,1
74,Board of Public Works,74LVL5,Board of Public Works,7403,Public Works Accounting,100,508,Solid Waste Resources Revenue Fund (Sch. 2),POSSG,Civilian Regular Authority Positions,3.87,3.87,3.87
74,Board of Public Works,74LVL5,Board of Public Works,7403,Public Works Accounting,100,511,Stormwater Pollution Abatement Fund (Sch. 7),POSSG,Civilian Regular Authority Positions,1.23,1.23,1.22
74,Board of Public Works,74LVL5,Board of Public Works,7403,Public Works Accounting,100,540,Proposition C Anti-Gridlock Transit Fund (Sch. 27),POSSG,Civilian Regular Authority Positions,2,2,2
74,Board of Public Works,74LVL5,Board of Public Works,7403,Public Works Accounting,100,57F,Sidewalk Repair Fund (Sch. 51),RESSG,Civilian Resolution Authority Positions,2,2,2
74,Board of Public Works,74LVL5,Board of Public Works,7403,Public Works Accounting,100,59V,Road Maintenance and Rehabilitation Program Special (Sch. 5),RESSG,Civilian Resolution Authority Positions,1,1,1
74,Board of Public Works,74LVL5,Board of Public Works,7403,Public Works Accounting,100,60W,Measure W Local Return Fund (Sch. 55),RESSG,Civilian Resolution Authority Positions,,1,1
74,Board of Public Works,74LVL5,Board of Public Works,7403,Public Works Accounting,100,760,Sewer Operations & Maintenance Fund (Sch. 14),POSSG,Civilian Regular Authority Positions,13.78,11.86,11.6308
74,Board of Public Works,74LVL5,Board of Public Works,7403,Public Works Accounting,100,760,Sewer Operations & Maintenance Fund (Sch. 14),RESSG,Civilian Resolution Authority Positions,3,2,2
74,Board of Public Works,74LVL5,Board of Public Works,7403,Public Works Accounting,100,761,Sewer Capital Fund (Sch. 14),POSSG,Civilian Regular Authority Positions,9.19,7.91,7.7572
74,Board of Public Works,74LVL5,Board of Public Works,7405,Public Works Board and Board Secretariat,100,100,General Fund,POSAN,As Needed Positions,4,4,4
74,Board of Public Works,74LVL5,Board of Public Works,7405,Public Works Board and Board Secretariat,100,100,General Fund,POSSG,Civilian Regular Authority Positions,12.22,12.84,13.418
74,Board of Public Works,74LVL5,Board of Public Works,7405,Public Works Board and Board Secretariat,100,100,General Fund,RESSG,Civilian Resolution Authority Positions,1.47,6.47,8.47
74,Board of Public Works,74LVL5,Board of Public Works,7405,Public Works Board and Board Secretariat,100,347,Street Lighting Maintenance Assessment Fund (Sch. 19),POSSG,Civilian Regular Authority Positions,0.85,0.85,0.88
74,Board of Public Works,74LVL5,Board of Public Works,7405,Public Works Board and Board Secretariat,100,347,Street Lighting Maintenance Assessment Fund (Sch. 19),RESSG,Civilian Resolution Authority Positions,0.05,0.05,0.05
74,Board of Public Works,74LVL5,Board of Public Works,7405,Public Works Board and Board Secretariat,100,46D,Citywide Recycling Trust Fund (Sch. 32),POSSG,Civilian Regular Authority Positions,0.1,0.1,0.1
74,Board of Public Works,74LVL5,Board of Public Works,7405,Public Works Board and Board Secretariat,100,508,Solid Waste Resources Revenue Fund (Sch. 2),POSSG,Civilian Regular Authority Positions,0.1,0.1,0.1
74,Board of Public Works,74LVL5,Board of Public Works,7405,Public Works Board and Board Secretariat,100,511,Stormwater Pollution Abatement Fund (Sch. 7),POSSG,Civilian Regular Authority Positions,0.05,0.05,0.06
74,Board of Public Works,74LVL5,Board of Public Works,7405,Public Works Board and Board Secretariat,100,57F,Sidewalk Repair Fund (Sch. 51),RESSG,Civilian Resolution Authority Positions,1,,
